Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
High-Risk Customer Count,NA,AML Investigations,score,63,69,Calculated
EDD Completion Rate,EMEA,AML Investigations,rate,67,72,Calculated
False Positive Rate,NA,Risk Analytics,rate,12,7,Reported
Adverse Media Hits,LATAM,Compliance,rate,29,15,Calculated
PEP Screening Hits,NA,Compliance,score,30,31,Calculated
Transaction Monitoring Alerts,EMEA,AML Investigations,count,364,583,Calculated
STR Quality Score,NA,AFC Ops,score,90,95,Estimated
KYC Exceptions Rate,APAC,AML Investigations,%,58,69,Estimated
Alert Clearance SLA Breaches,LATAM,AML Investigations,count,4445,4467,Estimated
Case Backlog Volume,LATAM,Risk Analytics,score,47,39,Calculated
SAR Filing Timeliness,APAC,AFC Ops,%,90,98,Reported
Sanctions Screening Matches,APAC,AFC Ops,rate,12,14,Calculated
Custom Metric 13,APAC,AFC Ops,count,4905,4536,Calculated
Custom Metric 14,APAC,AFC Ops,rate,52,42,Calculated
Custom Metric 15,EMEA,Compliance,count,4172,4187,Reported
Custom Metric 16,LATAM,Risk Analytics,count,4891,4431,Estimated
Custom Metric 17,LATAM,AML Investigations,count,3598,3090,Calculated
Custom Metric 18,EMEA,AML Investigations,score,33,20,Calculated
Custom Metric 19,LATAM,AFC Ops,rate,66,57,Calculated
Custom Metric 20,LATAM,AML Investigations,count,658,509,Reported
Custom Metric 21,LATAM,AFC Ops,rate,34,35,Reported
Custom Metric 22,APAC,Compliance,score,56,65,Calculated
Custom Metric 23,LATAM,Risk Analytics,%,27,30,Calculated
Custom Metric 24,EMEA,AML Investigations,%,39,52,Estimated
Custom Metric 25,EMEA,AML Investigations,count,2846,2797,Estimated
Custom Metric 26,APAC,AFC Ops,rate,33,29,Reported
Custom Metric 27,NA,AML Investigations,count,3205,3577,Calculated
Custom Metric 28,NA,Compliance,count,517,363,Reported
Custom Metric 29,EMEA,Compliance,rate,65,76,Estimated
Custom Metric 30,LATAM,AML Investigations,%,92,92,Estimated
Custom Metric 31,APAC,AFC Ops,rate,19,15,Estimated
Custom Metric 32,APAC,AFC Ops,count,3685,4297,Estimated
Custom Metric 33,LATAM,Compliance,count,3811,4157,Estimated
Custom Metric 34,APAC,Risk Analytics,%,61,57,Calculated
Custom Metric 35,APAC,AFC Ops,score,30,36,Calculated
Custom Metric 36,LATAM,AML Investigations,rate,91,101,Reported
Custom Metric 37,EMEA,AFC Ops,score,97,103,Estimated
Custom Metric 38,APAC,Risk Analytics,count,3761,3915,Estimated
Custom Metric 39,LATAM,Risk Analytics,count,3150,3854,Estimated
Custom Metric 40,NA,Compliance,rate,14,8,Calculated
