Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
STR Quality Score,EMEA,Risk Analytics,rate,40,37,Estimated
KYC Exceptions Rate,NA,AFC Ops,rate,59,62,Reported
Adverse Media Hits,EMEA,AFC Ops,rate,90,80,Calculated
Case Backlog Volume,NA,Compliance,count,3440,3051,Reported
EDD Completion Rate,EMEA,Compliance,count,3696,3757,Calculated
Sanctions Screening Matches,LATAM,Risk Analytics,%,57,47,Estimated
PEP Screening Hits,APAC,AFC Ops,score,0,6,Estimated
High-Risk Customer Count,NA,AFC Ops,rate,30,19,Reported
False Positive Rate,APAC,Compliance,score,70,68,Calculated
SAR Filing Timeliness,LATAM,Compliance,rate,63,71,Reported
Alert Clearance SLA Breaches,EMEA,AFC Ops,count,170,305,Calculated
Transaction Monitoring Alerts,EMEA,Compliance,count,4122,3999,Estimated
Custom Metric 13,EMEA,AFC Ops,rate,80,84,Estimated
Custom Metric 14,APAC,AFC Ops,count,4712,4415,Calculated
Custom Metric 15,APAC,AML Investigations,%,93,86,Reported
Custom Metric 16,EMEA,AML Investigations,count,4046,4801,Estimated
Custom Metric 17,LATAM,Risk Analytics,rate,50,42,Calculated
Custom Metric 18,NA,Risk Analytics,count,2428,2619,Reported
Custom Metric 19,LATAM,AFC Ops,%,98,97,Calculated
Custom Metric 20,NA,AML Investigations,score,42,38,Calculated
Custom Metric 21,APAC,Compliance,count,3913,4018,Calculated
Custom Metric 22,EMEA,AFC Ops,score,13,31,Estimated
Custom Metric 23,LATAM,Compliance,%,9,2,Calculated
Custom Metric 24,NA,Compliance,%,58,53,Reported
Custom Metric 25,EMEA,Compliance,rate,18,18,Estimated
Custom Metric 26,NA,AML Investigations,rate,53,39,Reported
Custom Metric 27,NA,Compliance,%,56,56,Estimated
Custom Metric 28,APAC,Compliance,score,14,20,Reported
Custom Metric 29,NA,Risk Analytics,score,78,97,Reported
Custom Metric 30,NA,AML Investigations,rate,33,41,Calculated
Custom Metric 31,APAC,AFC Ops,%,35,31,Calculated
Custom Metric 32,EMEA,Risk Analytics,rate,102,94,Estimated
Custom Metric 33,APAC,Risk Analytics,rate,51,53,Reported
Custom Metric 34,APAC,AML Investigations,count,2052,2641,Calculated
Custom Metric 35,EMEA,Compliance,score,71,84,Estimated
Custom Metric 36,EMEA,Compliance,%,7,5,Calculated
Custom Metric 37,LATAM,AML Investigations,score,80,86,Calculated
Custom Metric 38,LATAM,AML Investigations,score,37,32,Calculated
Custom Metric 39,EMEA,AFC Ops,%,35,29,Reported
Custom Metric 40,NA,Compliance,rate,81,90,Estimated
Custom Metric 41,LATAM,AFC Ops,%,42,39,Calculated
Custom Metric 42,APAC,AFC Ops,%,31,22,Reported
Custom Metric 43,EMEA,Risk Analytics,count,2906,3481,Reported
Custom Metric 44,LATAM,Risk Analytics,rate,4,1,Calculated
Custom Metric 45,NA,AFC Ops,score,31,43,Estimated
Custom Metric 46,APAC,Risk Analytics,%,12,24,Estimated
Custom Metric 47,NA,AFC Ops,rate,86,91,Calculated
Custom Metric 48,LATAM,AML Investigations,score,33,41,Calculated
Custom Metric 49,NA,Compliance,count,3425,3356,Estimated
Custom Metric 50,LATAM,AML Investigations,count,776,330,Estimated
Custom Metric 51,APAC,AFC Ops,%,21,25,Reported
Custom Metric 52,EMEA,Risk Analytics,score,56,52,Estimated
Custom Metric 53,APAC,Risk Analytics,rate,88,80,Estimated
Custom Metric 54,NA,Risk Analytics,%,53,57,Estimated
Custom Metric 55,EMEA,AML Investigations,count,727,245,Reported
Custom Metric 56,NA,AFC Ops,score,37,37,Reported
Custom Metric 57,EMEA,Risk Analytics,count,2235,2839,Calculated
Custom Metric 58,APAC,AML Investigations,count,3867,3348,Estimated
Custom Metric 59,LATAM,AML Investigations,rate,96,93,Calculated
Custom Metric 60,NA,Risk Analytics,count,3688,4312,Calculated
Custom Metric 61,LATAM,AFC Ops,%,68,70,Calculated
Custom Metric 62,APAC,AML Investigations,%,60,61,Calculated
Custom Metric 63,APAC,Risk Analytics,score,36,45,Calculated
Custom Metric 64,LATAM,AFC Ops,score,25,19,Reported
Custom Metric 65,EMEA,Risk Analytics,rate,65,66,Estimated
Custom Metric 66,APAC,AML Investigations,score,88,86,Calculated
Custom Metric 67,NA,Compliance,count,1762,1050,Estimated
Custom Metric 68,NA,AFC Ops,count,2365,2177,Estimated
Custom Metric 69,EMEA,AFC Ops,rate,56,49,Calculated
Custom Metric 70,EMEA,AML Investigations,%,60,66,Estimated
Custom Metric 71,NA,Compliance,score,0,10,Calculated
Custom Metric 72,NA,Compliance,%,83,95,Calculated
Custom Metric 73,EMEA,Risk Analytics,%,36,33,Calculated
Custom Metric 74,NA,AFC Ops,score,59,68,Calculated
Custom Metric 75,NA,Compliance,%,65,58,Reported
Custom Metric 76,NA,Compliance,count,4358,5122,Reported
Custom Metric 77,NA,Compliance,count,3774,3746,Calculated
Custom Metric 78,APAC,AFC Ops,%,6,9,Reported
Custom Metric 79,APAC,Compliance,score,63,78,Estimated
Custom Metric 80,APAC,AML Investigations,count,1427,1468,Estimated
Custom Metric 81,LATAM,Compliance,score,0,0,Calculated
Custom Metric 82,LATAM,AML Investigations,score,50,58,Estimated
Custom Metric 83,APAC,Risk Analytics,count,3557,2919,Estimated
Custom Metric 84,LATAM,AFC Ops,count,2471,2767,Calculated
Custom Metric 85,EMEA,Risk Analytics,%,25,10,Calculated
Custom Metric 86,EMEA,AFC Ops,count,200,165,Estimated
Custom Metric 87,LATAM,AFC Ops,count,4262,4959,Estimated
Custom Metric 88,LATAM,AFC Ops,%,72,67,Estimated
Custom Metric 89,LATAM,AFC Ops,count,2575,2135,Estimated
Custom Metric 90,APAC,AML Investigations,%,49,49,Reported
Custom Metric 91,NA,Compliance,%,43,37,Estimated
Custom Metric 92,LATAM,AFC Ops,%,25,39,Reported
Custom Metric 93,LATAM,AML Investigations,count,4419,3715,Estimated
Custom Metric 94,LATAM,AFC Ops,count,3457,3684,Reported
Custom Metric 95,APAC,Risk Analytics,rate,76,86,Calculated
Custom Metric 96,APAC,Compliance,count,212,49,Calculated
Custom Metric 97,APAC,AFC Ops,rate,52,59,Estimated
Custom Metric 98,NA,AML Investigations,%,54,58,Reported
Custom Metric 99,NA,Compliance,%,80,76,Reported
Custom Metric 100,EMEA,Compliance,count,1290,584,Calculated
