Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
Sanctions Screening Matches,NA,AFC Ops,count,3289,3148,Reported
EDD Completion Rate,APAC,AFC Ops,score,40,44,Reported
PEP Screening Hits,APAC,AFC Ops,rate,12,11,Reported
KYC Exceptions Rate,NA,Compliance,count,4724,4387,Estimated
Case Backlog Volume,LATAM,Risk Analytics,%,0,2,Calculated
Alert Clearance SLA Breaches,NA,AFC Ops,count,322,310,Estimated
Adverse Media Hits,EMEA,AML Investigations,rate,92,93,Calculated
False Positive Rate,NA,AML Investigations,count,4263,4819,Estimated
Transaction Monitoring Alerts,APAC,Risk Analytics,count,3874,4163,Estimated
SAR Filing Timeliness,NA,Risk Analytics,rate,0,11,Calculated
STR Quality Score,APAC,Risk Analytics,count,210,692,Estimated
High-Risk Customer Count,LATAM,AML Investigations,count,3164,2612,Estimated
Custom Metric 13,LATAM,AFC Ops,count,2856,3291,Estimated
Custom Metric 14,APAC,Risk Analytics,%,89,108,Calculated
Custom Metric 15,NA,AFC Ops,count,2695,2744,Reported
Custom Metric 16,NA,Risk Analytics,count,4248,4356,Estimated
Custom Metric 17,APAC,Compliance,count,190,390,Calculated
Custom Metric 18,APAC,Compliance,rate,58,75,Calculated
Custom Metric 19,NA,AML Investigations,score,103,101,Estimated
Custom Metric 20,NA,AML Investigations,rate,15,11,Reported
Custom Metric 21,NA,AML Investigations,score,40,39,Estimated
Custom Metric 22,APAC,Compliance,score,94,87,Reported
Custom Metric 23,NA,Compliance,count,2840,2319,Estimated
Custom Metric 24,NA,AFC Ops,score,0,3,Reported
Custom Metric 25,APAC,AFC Ops,rate,19,18,Estimated
Custom Metric 26,EMEA,Compliance,count,3610,3278,Calculated
Custom Metric 27,NA,Risk Analytics,score,1,10,Estimated
Custom Metric 28,LATAM,Risk Analytics,score,40,27,Estimated
Custom Metric 29,NA,AML Investigations,count,4247,3458,Estimated
Custom Metric 30,LATAM,AFC Ops,count,4506,5219,Reported
Custom Metric 31,APAC,AML Investigations,%,56,41,Reported
Custom Metric 32,APAC,Compliance,rate,91,87,Calculated
Custom Metric 33,NA,AML Investigations,count,942,547,Reported
Custom Metric 34,APAC,Compliance,count,4505,4904,Estimated
Custom Metric 35,NA,Risk Analytics,count,4045,4122,Estimated
Custom Metric 36,APAC,AFC Ops,score,33,24,Estimated
Custom Metric 37,NA,Risk Analytics,score,79,82,Estimated
Custom Metric 38,NA,AFC Ops,rate,71,79,Estimated
Custom Metric 39,APAC,Compliance,score,104,92,Calculated
Custom Metric 40,APAC,Compliance,%,43,55,Calculated
Custom Metric 41,EMEA,AFC Ops,rate,86,79,Reported
Custom Metric 42,NA,AFC Ops,%,47,30,Estimated
Custom Metric 43,NA,AML Investigations,count,1922,1341,Calculated
Custom Metric 44,NA,AFC Ops,count,875,262,Estimated
Custom Metric 45,NA,Compliance,%,26,14,Calculated
Custom Metric 46,LATAM,Compliance,count,3534,3121,Estimated
Custom Metric 47,NA,AFC Ops,score,93,79,Estimated
Custom Metric 48,LATAM,Compliance,score,34,30,Reported
Custom Metric 49,EMEA,Compliance,count,648,377,Calculated
Custom Metric 50,NA,AFC Ops,%,10,11,Calculated
Custom Metric 51,EMEA,Compliance,score,7,19,Calculated
Custom Metric 52,EMEA,AFC Ops,count,2387,2855,Estimated
Custom Metric 53,EMEA,AFC Ops,score,55,41,Reported
Custom Metric 54,APAC,Risk Analytics,count,2278,1745,Reported
Custom Metric 55,EMEA,AFC Ops,rate,43,57,Calculated
Custom Metric 56,EMEA,Compliance,rate,78,81,Estimated
Custom Metric 57,APAC,AFC Ops,score,96,92,Calculated
Custom Metric 58,LATAM,Risk Analytics,count,4859,4670,Reported
Custom Metric 59,NA,AML Investigations,count,4542,5327,Estimated
Custom Metric 60,LATAM,AML Investigations,count,2457,3144,Reported
Custom Metric 61,LATAM,AFC Ops,score,17,21,Estimated
Custom Metric 62,NA,AML Investigations,count,4847,4629,Estimated
Custom Metric 63,APAC,Risk Analytics,%,86,92,Calculated
Custom Metric 64,APAC,Compliance,rate,54,61,Calculated
Custom Metric 65,LATAM,Risk Analytics,count,2435,2810,Calculated
Custom Metric 66,EMEA,AFC Ops,count,2860,2707,Estimated
Custom Metric 67,APAC,Risk Analytics,%,56,72,Calculated
Custom Metric 68,APAC,Risk Analytics,score,47,36,Calculated
Custom Metric 69,EMEA,AFC Ops,score,85,88,Estimated
