Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
KYC Exceptions Rate,LATAM,Compliance,rate,74,56,Reported
Case Backlog Volume,EMEA,Compliance,%,82,82,Calculated
PEP Screening Hits,NA,AFC Ops,count,1773,2147,Calculated
High-Risk Customer Count,LATAM,Compliance,rate,61,53,Estimated
Alert Clearance SLA Breaches,EMEA,Risk Analytics,count,4438,4313,Reported
Sanctions Screening Matches,APAC,Risk Analytics,rate,39,41,Reported
False Positive Rate,LATAM,AFC Ops,score,43,51,Reported
Adverse Media Hits,NA,Risk Analytics,%,36,30,Calculated
Transaction Monitoring Alerts,EMEA,AML Investigations,score,5,9,Calculated
EDD Completion Rate,NA,AML Investigations,count,547,0,Estimated
SAR Filing Timeliness,EMEA,AML Investigations,count,399,629,Estimated
STR Quality Score,LATAM,Risk Analytics,rate,37,39,Reported
Custom Metric 13,EMEA,Risk Analytics,%,86,102,Estimated
Custom Metric 14,NA,AFC Ops,%,22,23,Reported
Custom Metric 15,NA,Risk Analytics,%,12,9,Calculated
Custom Metric 16,NA,AML Investigations,score,27,43,Estimated
Custom Metric 17,LATAM,AML Investigations,rate,96,92,Estimated
Custom Metric 18,NA,Risk Analytics,count,2183,2087,Estimated
Custom Metric 19,LATAM,AFC Ops,rate,57,67,Calculated
Custom Metric 20,EMEA,Compliance,rate,0,2,Reported
Custom Metric 21,NA,Compliance,rate,60,56,Estimated
Custom Metric 22,APAC,AML Investigations,count,3502,4132,Estimated
Custom Metric 23,LATAM,AML Investigations,rate,72,71,Calculated
Custom Metric 24,LATAM,AML Investigations,%,44,31,Reported
Custom Metric 25,LATAM,AML Investigations,count,2097,1762,Reported
Custom Metric 26,LATAM,Compliance,score,78,62,Calculated
Custom Metric 27,EMEA,Compliance,score,43,36,Reported
Custom Metric 28,APAC,Compliance,count,2183,2798,Calculated
Custom Metric 29,LATAM,AFC Ops,count,1317,1605,Calculated
Custom Metric 30,NA,Compliance,rate,15,31,Reported
Custom Metric 31,EMEA,AML Investigations,count,812,24,Estimated
Custom Metric 32,NA,AFC Ops,count,4865,5409,Estimated
Custom Metric 33,LATAM,AML Investigations,score,89,85,Calculated
Custom Metric 34,APAC,AML Investigations,count,3296,2497,Calculated
Custom Metric 35,LATAM,AML Investigations,%,26,35,Reported
Custom Metric 36,APAC,AFC Ops,count,2874,3077,Estimated
Custom Metric 37,EMEA,Risk Analytics,score,0,6,Reported
Custom Metric 38,EMEA,AML Investigations,count,4465,4618,Reported
Custom Metric 39,APAC,Risk Analytics,score,26,24,Estimated
Custom Metric 40,NA,Risk Analytics,score,105,96,Calculated
Custom Metric 41,APAC,AML Investigations,rate,54,44,Calculated
Custom Metric 42,LATAM,AML Investigations,%,73,68,Estimated
Custom Metric 43,APAC,Compliance,rate,7,2,Estimated
Custom Metric 44,NA,AML Investigations,%,89,90,Reported
Custom Metric 45,APAC,Risk Analytics,count,1213,1662,Reported
Custom Metric 46,LATAM,AML Investigations,count,3423,3361,Calculated
Custom Metric 47,APAC,Risk Analytics,count,2557,2167,Calculated
Custom Metric 48,APAC,AML Investigations,%,0,4,Calculated
Custom Metric 49,NA,Compliance,%,50,41,Reported
Custom Metric 50,EMEA,AFC Ops,count,4329,3539,Reported
Custom Metric 51,EMEA,Risk Analytics,rate,55,53,Reported
Custom Metric 52,LATAM,Compliance,score,77,59,Calculated
Custom Metric 53,NA,AML Investigations,count,1501,827,Calculated
Custom Metric 54,LATAM,AML Investigations,score,81,73,Reported
Custom Metric 55,LATAM,AFC Ops,%,4,6,Reported
Custom Metric 56,NA,Compliance,%,67,72,Estimated
Custom Metric 57,LATAM,Compliance,score,66,63,Calculated
Custom Metric 58,APAC,Compliance,count,3023,2967,Calculated
Custom Metric 59,NA,Risk Analytics,score,89,86,Estimated
Custom Metric 60,NA,Risk Analytics,score,54,58,Estimated
Custom Metric 61,LATAM,Compliance,count,3624,3163,Calculated
Custom Metric 62,LATAM,AFC Ops,score,97,94,Estimated
Custom Metric 63,APAC,Compliance,rate,74,73,Reported
