Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
Adverse Media Hits,EMEA,Compliance,rate,51,40,Estimated
KYC Exceptions Rate,APAC,AML Investigations,count,4678,4957,Reported
False Positive Rate,EMEA,AFC Ops,%,28,35,Calculated
Transaction Monitoring Alerts,NA,Compliance,rate,36,22,Calculated
STR Quality Score,NA,Compliance,score,65,70,Calculated
High-Risk Customer Count,APAC,Compliance,%,37,41,Reported
Alert Clearance SLA Breaches,APAC,Risk Analytics,score,71,75,Estimated
Sanctions Screening Matches,NA,Risk Analytics,count,1467,1788,Estimated
Case Backlog Volume,NA,AML Investigations,%,63,69,Estimated
SAR Filing Timeliness,NA,Compliance,count,4064,4370,Estimated
EDD Completion Rate,EMEA,AFC Ops,count,3052,3393,Reported
PEP Screening Hits,LATAM,AFC Ops,rate,16,22,Calculated
Custom Metric 13,LATAM,AML Investigations,score,50,57,Reported
Custom Metric 14,EMEA,AML Investigations,%,36,33,Calculated
Custom Metric 15,NA,Risk Analytics,count,2773,2814,Reported
Custom Metric 16,EMEA,Compliance,count,3985,4114,Reported
Custom Metric 17,APAC,AML Investigations,count,3461,3294,Reported
Custom Metric 18,NA,AML Investigations,%,82,84,Estimated
Custom Metric 19,NA,AML Investigations,score,55,44,Estimated
Custom Metric 20,NA,Compliance,count,859,1134,Calculated
Custom Metric 21,APAC,AFC Ops,%,47,45,Estimated
Custom Metric 22,APAC,AFC Ops,%,68,65,Reported
Custom Metric 23,NA,AFC Ops,rate,56,51,Estimated
Custom Metric 24,APAC,Risk Analytics,score,26,24,Estimated
Custom Metric 25,EMEA,Compliance,rate,33,21,Calculated
Custom Metric 26,EMEA,AML Investigations,rate,0,0,Reported
Custom Metric 27,LATAM,AML Investigations,rate,73,65,Estimated
Custom Metric 28,LATAM,Risk Analytics,rate,12,22,Reported
Custom Metric 29,LATAM,Compliance,%,95,88,Calculated
Custom Metric 30,NA,Compliance,score,49,42,Reported
Custom Metric 31,APAC,Risk Analytics,score,57,40,Reported
Custom Metric 32,NA,Risk Analytics,score,91,74,Calculated
Custom Metric 33,EMEA,Risk Analytics,count,981,358,Estimated
Custom Metric 34,EMEA,AML Investigations,score,28,19,Calculated
Custom Metric 35,LATAM,Compliance,rate,0,0,Calculated
Custom Metric 36,LATAM,Risk Analytics,score,94,86,Calculated
Custom Metric 37,EMEA,AFC Ops,count,2137,2346,Calculated
Custom Metric 38,APAC,Risk Analytics,%,11,20,Estimated
Custom Metric 39,EMEA,AFC Ops,rate,92,109,Calculated
Custom Metric 40,NA,AML Investigations,count,1138,599,Estimated
Custom Metric 41,EMEA,AML Investigations,%,67,76,Estimated
Custom Metric 42,LATAM,Compliance,rate,18,10,Calculated
Custom Metric 43,EMEA,AML Investigations,score,99,80,Calculated
Custom Metric 44,APAC,AFC Ops,rate,52,55,Calculated
Custom Metric 45,EMEA,AML Investigations,%,9,11,Reported
