Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
Adverse Media Hits,EMEA,AFC Ops,count,2891,2520,Reported
False Positive Rate,EMEA,AML Investigations,rate,27,15,Estimated
STR Quality Score,EMEA,Compliance,count,2668,1882,Reported
Transaction Monitoring Alerts,LATAM,AFC Ops,score,65,71,Estimated
SAR Filing Timeliness,EMEA,AML Investigations,count,1845,2592,Estimated
EDD Completion Rate,APAC,AML Investigations,rate,15,6,Reported
PEP Screening Hits,NA,Risk Analytics,count,306,1050,Estimated
Sanctions Screening Matches,LATAM,Risk Analytics,score,43,41,Reported
Case Backlog Volume,LATAM,AFC Ops,score,13,13,Calculated
High-Risk Customer Count,LATAM,Compliance,count,2258,2674,Estimated
KYC Exceptions Rate,LATAM,AML Investigations,count,3887,4076,Reported
Alert Clearance SLA Breaches,NA,Risk Analytics,%,35,26,Calculated
Custom Metric 13,EMEA,Risk Analytics,score,49,55,Estimated
Custom Metric 14,NA,Compliance,count,1850,1423,Estimated
Custom Metric 15,APAC,Risk Analytics,count,219,0,Reported
Custom Metric 16,LATAM,AML Investigations,%,41,48,Reported
Custom Metric 17,LATAM,Risk Analytics,rate,100,93,Reported
Custom Metric 18,EMEA,AFC Ops,count,3441,3883,Reported
Custom Metric 19,APAC,AFC Ops,count,156,833,Calculated
Custom Metric 20,NA,Risk Analytics,%,100,96,Reported
Custom Metric 21,EMEA,Compliance,%,18,9,Reported
Custom Metric 22,LATAM,AML Investigations,count,204,753,Calculated
Custom Metric 23,NA,AFC Ops,rate,79,73,Estimated
Custom Metric 24,LATAM,AFC Ops,rate,2,12,Calculated
Custom Metric 25,APAC,AFC Ops,score,3,5,Estimated
Custom Metric 26,APAC,Risk Analytics,count,47,622,Calculated
Custom Metric 27,EMEA,Risk Analytics,count,4337,4375,Reported
Custom Metric 28,NA,AFC Ops,%,37,45,Calculated
Custom Metric 29,APAC,AFC Ops,count,948,1665,Calculated
Custom Metric 30,EMEA,AFC Ops,%,15,14,Calculated
Custom Metric 31,NA,AFC Ops,count,217,704,Calculated
Custom Metric 32,APAC,Risk Analytics,%,63,67,Calculated
Custom Metric 33,EMEA,AML Investigations,score,47,33,Reported
Custom Metric 34,NA,AFC Ops,rate,62,68,Estimated
Custom Metric 35,APAC,Compliance,count,4679,4313,Calculated
Custom Metric 36,NA,Risk Analytics,count,249,850,Estimated
Custom Metric 37,LATAM,AFC Ops,count,562,136,Estimated
Custom Metric 38,APAC,AFC Ops,rate,0,10,Estimated
Custom Metric 39,APAC,AFC Ops,count,1100,1649,Estimated
Custom Metric 40,EMEA,Compliance,count,4226,3505,Reported
Custom Metric 41,EMEA,Compliance,rate,103,89,Reported
Custom Metric 42,LATAM,Compliance,count,1254,937,Calculated
Custom Metric 43,NA,AML Investigations,count,3329,2591,Estimated
Custom Metric 44,APAC,AML Investigations,count,4623,4215,Estimated
Custom Metric 45,LATAM,Compliance,score,5,11,Estimated
Custom Metric 46,LATAM,AFC Ops,%,10,10,Estimated
Custom Metric 47,EMEA,Compliance,count,710,446,Estimated
Custom Metric 48,EMEA,Compliance,score,82,85,Reported
Custom Metric 49,APAC,Risk Analytics,%,82,75,Estimated
Custom Metric 50,NA,Compliance,%,85,82,Estimated
Custom Metric 51,NA,AML Investigations,rate,50,43,Calculated
Custom Metric 52,APAC,Risk Analytics,score,79,66,Estimated
Custom Metric 53,LATAM,Risk Analytics,score,21,30,Estimated
Custom Metric 54,NA,Risk Analytics,count,962,490,Estimated
Custom Metric 55,EMEA,AML Investigations,count,207,1002,Calculated
Custom Metric 56,APAC,AML Investigations,count,3881,4228,Reported
Custom Metric 57,APAC,AFC Ops,count,245,0,Reported
Custom Metric 58,EMEA,AFC Ops,score,35,22,Reported
Custom Metric 59,EMEA,Compliance,score,58,60,Estimated
Custom Metric 60,APAC,Risk Analytics,rate,94,83,Calculated
Custom Metric 61,NA,Compliance,rate,8,4,Reported
Custom Metric 62,NA,Compliance,count,1694,2306,Estimated
Custom Metric 63,LATAM,Risk Analytics,%,51,47,Calculated
Custom Metric 64,NA,Compliance,rate,48,36,Calculated
Custom Metric 65,NA,Compliance,count,3962,4761,Reported
Custom Metric 66,APAC,Risk Analytics,count,3510,2747,Reported
Custom Metric 67,EMEA,AML Investigations,rate,47,43,Reported
Custom Metric 68,EMEA,AFC Ops,%,70,79,Reported
Custom Metric 69,NA,AML Investigations,rate,84,100,Reported
Custom Metric 70,LATAM,Risk Analytics,rate,83,76,Calculated
