Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
KYC Exceptions Rate,EMEA,AFC Ops,score,81,81,Estimated
PEP Screening Hits,NA,AML Investigations,score,35,31,Calculated
High-Risk Customer Count,EMEA,Risk Analytics,count,964,1137,Calculated
SAR Filing Timeliness,APAC,AML Investigations,rate,71,67,Estimated
Transaction Monitoring Alerts,EMEA,AML Investigations,count,1987,1865,Estimated
EDD Completion Rate,LATAM,Compliance,rate,59,72,Calculated
Adverse Media Hits,LATAM,Risk Analytics,count,3412,4058,Estimated
Sanctions Screening Matches,NA,AFC Ops,count,2122,2286,Estimated
Alert Clearance SLA Breaches,LATAM,AML Investigations,rate,63,64,Estimated
Case Backlog Volume,APAC,Compliance,rate,50,49,Calculated
STR Quality Score,EMEA,AML Investigations,%,52,50,Reported
False Positive Rate,EMEA,AML Investigations,rate,83,72,Calculated
Custom Metric 13,EMEA,AFC Ops,count,643,1084,Calculated
Custom Metric 14,NA,AFC Ops,score,71,68,Estimated
Custom Metric 15,APAC,AML Investigations,count,2040,2251,Reported
Custom Metric 16,EMEA,Risk Analytics,count,641,225,Estimated
Custom Metric 17,NA,Risk Analytics,count,4275,4685,Calculated
Custom Metric 18,NA,Risk Analytics,%,80,97,Calculated
Custom Metric 19,NA,AML Investigations,rate,18,37,Reported
Custom Metric 20,EMEA,AFC Ops,score,88,93,Reported
Custom Metric 21,EMEA,Risk Analytics,count,4536,3755,Calculated
Custom Metric 22,NA,Compliance,%,20,27,Calculated
Custom Metric 23,LATAM,Compliance,score,46,44,Reported
Custom Metric 24,LATAM,Risk Analytics,%,42,43,Calculated
Custom Metric 25,LATAM,AFC Ops,count,3416,3544,Estimated
Custom Metric 26,EMEA,Risk Analytics,score,22,24,Reported
Custom Metric 27,NA,Compliance,count,252,0,Estimated
Custom Metric 28,APAC,Compliance,count,4422,4525,Reported
Custom Metric 29,NA,Compliance,count,2208,2367,Estimated
Custom Metric 30,APAC,Risk Analytics,%,54,55,Estimated
Custom Metric 31,NA,AML Investigations,rate,87,87,Calculated
Custom Metric 32,APAC,AFC Ops,count,1255,799,Calculated
Custom Metric 33,APAC,Risk Analytics,score,14,26,Estimated
Custom Metric 34,NA,Risk Analytics,rate,18,24,Reported
Custom Metric 35,LATAM,Compliance,%,24,15,Calculated
Custom Metric 36,EMEA,AML Investigations,score,57,51,Estimated
Custom Metric 37,APAC,AML Investigations,score,12,5,Reported
Custom Metric 38,NA,AFC Ops,rate,0,0,Reported
Custom Metric 39,APAC,AML Investigations,count,2012,2094,Reported
Custom Metric 40,LATAM,Compliance,count,1446,1931,Estimated
Custom Metric 41,EMEA,Compliance,rate,14,15,Calculated
Custom Metric 42,APAC,AFC Ops,count,2327,2319,Calculated
Custom Metric 43,NA,Risk Analytics,rate,15,20,Calculated
Custom Metric 44,APAC,Risk Analytics,count,3928,4152,Reported
Custom Metric 45,EMEA,AML Investigations,score,67,75,Estimated
Custom Metric 46,APAC,Compliance,score,10,2,Reported
Custom Metric 47,APAC,Risk Analytics,%,43,37,Calculated
Custom Metric 48,EMEA,Compliance,count,4678,4369,Reported
Custom Metric 49,EMEA,AML Investigations,count,2951,2379,Reported
Custom Metric 50,EMEA,Risk Analytics,rate,56,71,Reported
Custom Metric 51,EMEA,Risk Analytics,score,7,6,Estimated
Custom Metric 52,LATAM,Compliance,rate,46,61,Estimated
Custom Metric 53,APAC,Compliance,rate,68,59,Estimated
Custom Metric 54,APAC,AML Investigations,score,44,30,Estimated
