Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
Transaction Monitoring Alerts,EMEA,AML Investigations,count,1146,1572,Estimated
Sanctions Screening Matches,NA,Compliance,score,10,0,Estimated
Case Backlog Volume,APAC,AFC Ops,%,88,82,Estimated
SAR Filing Timeliness,LATAM,Compliance,score,70,72,Estimated
EDD Completion Rate,LATAM,AFC Ops,count,2765,2098,Estimated
STR Quality Score,EMEA,AML Investigations,count,3368,3043,Estimated
PEP Screening Hits,LATAM,AML Investigations,%,72,60,Reported
Alert Clearance SLA Breaches,LATAM,Compliance,count,601,47,Calculated
Adverse Media Hits,APAC,AML Investigations,rate,50,51,Reported
KYC Exceptions Rate,LATAM,AML Investigations,%,8,0,Calculated
High-Risk Customer Count,EMEA,Compliance,rate,33,40,Reported
False Positive Rate,NA,AFC Ops,%,29,31,Estimated
Custom Metric 13,LATAM,Risk Analytics,score,54,52,Estimated
Custom Metric 14,NA,Compliance,count,1883,2446,Calculated
Custom Metric 15,NA,Compliance,%,0,0,Estimated
Custom Metric 16,APAC,Risk Analytics,count,4347,4940,Reported
Custom Metric 17,NA,AML Investigations,%,13,9,Estimated
Custom Metric 18,APAC,AFC Ops,%,47,61,Calculated
Custom Metric 19,EMEA,AML Investigations,score,71,67,Estimated
Custom Metric 20,NA,Compliance,count,1916,2460,Reported
Custom Metric 21,LATAM,Risk Analytics,count,4455,3938,Estimated
Custom Metric 22,NA,Compliance,rate,65,53,Calculated
Custom Metric 23,LATAM,Risk Analytics,%,51,56,Estimated
Custom Metric 24,EMEA,AML Investigations,%,47,47,Reported
Custom Metric 25,EMEA,AML Investigations,score,17,5,Reported
Custom Metric 26,APAC,AFC Ops,rate,40,51,Estimated
Custom Metric 27,LATAM,AFC Ops,rate,21,16,Reported
Custom Metric 28,APAC,AFC Ops,score,62,61,Estimated
Custom Metric 29,NA,Compliance,%,9,11,Estimated
Custom Metric 30,EMEA,Compliance,score,43,46,Reported
Custom Metric 31,EMEA,Compliance,rate,59,47,Reported
Custom Metric 32,EMEA,AFC Ops,%,33,41,Calculated
Custom Metric 33,APAC,AML Investigations,count,2887,2984,Calculated
Custom Metric 34,APAC,Risk Analytics,count,2950,2855,Calculated
Custom Metric 35,LATAM,AFC Ops,rate,76,60,Reported
Custom Metric 36,EMEA,AFC Ops,count,2656,2330,Estimated
Custom Metric 37,EMEA,AML Investigations,%,0,10,Reported
Custom Metric 38,APAC,Compliance,rate,95,81,Reported
Custom Metric 39,APAC,Risk Analytics,rate,34,48,Estimated
Custom Metric 40,APAC,Compliance,count,2452,2527,Reported
Custom Metric 41,LATAM,Compliance,count,3016,2326,Estimated
Custom Metric 42,LATAM,AFC Ops,%,42,32,Reported
Custom Metric 43,EMEA,AFC Ops,count,3558,3409,Reported
Custom Metric 44,LATAM,AFC Ops,count,1621,2375,Estimated
Custom Metric 45,LATAM,AML Investigations,rate,10,9,Reported
Custom Metric 46,NA,Compliance,count,4445,3749,Estimated
Custom Metric 47,EMEA,Risk Analytics,%,42,48,Calculated
Custom Metric 48,EMEA,AFC Ops,rate,19,22,Calculated
Custom Metric 49,NA,AFC Ops,rate,78,78,Calculated
Custom Metric 50,APAC,AML Investigations,%,34,50,Reported
Custom Metric 51,EMEA,Compliance,score,24,24,Reported
Custom Metric 52,APAC,Compliance,count,3156,3642,Calculated
Custom Metric 53,NA,Compliance,score,21,22,Estimated
Custom Metric 54,NA,AML Investigations,rate,8,15,Estimated
Custom Metric 55,APAC,AML Investigations,%,0,0,Calculated
Custom Metric 56,APAC,AFC Ops,score,28,18,Calculated
Custom Metric 57,NA,AFC Ops,%,0,9,Calculated
Custom Metric 58,LATAM,Compliance,%,70,85,Reported
Custom Metric 59,NA,Compliance,score,26,22,Calculated
Custom Metric 60,LATAM,Risk Analytics,rate,51,68,Reported
Custom Metric 61,APAC,Compliance,score,72,78,Reported
Custom Metric 62,EMEA,Compliance,%,84,77,Reported
Custom Metric 63,LATAM,Risk Analytics,rate,46,49,Reported
Custom Metric 64,APAC,Compliance,rate,96,85,Estimated
Custom Metric 65,APAC,AML Investigations,rate,65,62,Calculated
Custom Metric 66,LATAM,Risk Analytics,count,3358,3496,Reported
