Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
STR Quality Score,LATAM,AFC Ops,score,40,39,Reported
False Positive Rate,APAC,AML Investigations,%,58,45,Estimated
Sanctions Screening Matches,NA,Risk Analytics,count,3264,3523,Calculated
EDD Completion Rate,EMEA,Compliance,count,3363,2664,Calculated
PEP Screening Hits,LATAM,Risk Analytics,%,89,84,Estimated
SAR Filing Timeliness,APAC,AML Investigations,%,86,87,Calculated
High-Risk Customer Count,NA,Compliance,rate,74,71,Calculated
Adverse Media Hits,APAC,Risk Analytics,rate,22,36,Estimated
KYC Exceptions Rate,APAC,AML Investigations,count,2239,1955,Calculated
Transaction Monitoring Alerts,NA,AFC Ops,count,1187,1898,Reported
Alert Clearance SLA Breaches,APAC,AML Investigations,score,42,59,Calculated
Case Backlog Volume,EMEA,AML Investigations,count,4029,3997,Calculated
Custom Metric 13,NA,Risk Analytics,score,34,34,Calculated
Custom Metric 14,LATAM,Risk Analytics,count,3921,3559,Calculated
Custom Metric 15,APAC,Risk Analytics,score,4,7,Estimated
Custom Metric 16,NA,AFC Ops,score,93,100,Calculated
Custom Metric 17,NA,Risk Analytics,rate,81,68,Reported
Custom Metric 18,NA,Compliance,count,2212,1929,Reported
Custom Metric 19,LATAM,AML Investigations,count,3216,3010,Calculated
Custom Metric 20,EMEA,AML Investigations,rate,74,75,Calculated
Custom Metric 21,APAC,AFC Ops,%,10,0,Calculated
Custom Metric 22,EMEA,AFC Ops,%,18,8,Calculated
Custom Metric 23,LATAM,Risk Analytics,%,42,43,Calculated
Custom Metric 24,EMEA,Risk Analytics,%,30,27,Calculated
Custom Metric 25,NA,AML Investigations,rate,56,43,Estimated
Custom Metric 26,LATAM,AML Investigations,count,1796,1922,Estimated
Custom Metric 27,LATAM,AFC Ops,rate,68,61,Reported
Custom Metric 28,NA,Risk Analytics,score,47,57,Estimated
Custom Metric 29,LATAM,AML Investigations,score,56,55,Reported
Custom Metric 30,EMEA,Compliance,count,3610,3215,Calculated
Custom Metric 31,NA,AFC Ops,%,0,0,Reported
Custom Metric 32,NA,AML Investigations,count,2742,2848,Estimated
Custom Metric 33,NA,AFC Ops,count,3467,3587,Estimated
Custom Metric 34,LATAM,Risk Analytics,rate,9,10,Reported
Custom Metric 35,APAC,AML Investigations,count,1888,1513,Reported
Custom Metric 36,APAC,Risk Analytics,%,71,75,Calculated
Custom Metric 37,APAC,AML Investigations,count,1787,1358,Calculated
Custom Metric 38,APAC,Risk Analytics,%,13,7,Estimated
Custom Metric 39,NA,AML Investigations,%,46,49,Calculated
Custom Metric 40,APAC,AML Investigations,count,881,238,Reported
Custom Metric 41,EMEA,AFC Ops,count,4773,5082,Calculated
Custom Metric 42,APAC,Risk Analytics,count,2105,2653,Calculated
Custom Metric 43,NA,Compliance,count,2447,2036,Calculated
Custom Metric 44,LATAM,AML Investigations,rate,73,68,Calculated
Custom Metric 45,APAC,Risk Analytics,rate,21,5,Reported
Custom Metric 46,LATAM,Risk Analytics,count,2121,1820,Reported
Custom Metric 47,LATAM,Compliance,count,1227,969,Estimated
Custom Metric 48,EMEA,Risk Analytics,count,4634,5320,Estimated
Custom Metric 49,EMEA,AFC Ops,score,8,6,Calculated
Custom Metric 50,APAC,Risk Analytics,%,38,28,Calculated
Custom Metric 51,EMEA,Compliance,%,39,47,Reported
Custom Metric 52,EMEA,Risk Analytics,rate,18,18,Estimated
Custom Metric 53,NA,AML Investigations,score,85,89,Estimated
Custom Metric 54,NA,AFC Ops,rate,23,15,Calculated
Custom Metric 55,LATAM,AFC Ops,score,94,89,Estimated
Custom Metric 56,NA,AML Investigations,score,50,36,Reported
Custom Metric 57,APAC,AFC Ops,score,40,48,Calculated
Custom Metric 58,EMEA,AFC Ops,score,37,40,Reported
Custom Metric 59,NA,Compliance,count,467,670,Estimated
Custom Metric 60,NA,AFC Ops,rate,55,44,Reported
Custom Metric 61,APAC,AML Investigations,rate,32,31,Estimated
Custom Metric 62,NA,AFC Ops,count,3467,4252,Estimated
Custom Metric 63,LATAM,AML Investigations,%,2,10,Calculated
Custom Metric 64,LATAM,Compliance,score,23,35,Estimated
Custom Metric 65,LATAM,AML Investigations,rate,18,19,Reported
Custom Metric 66,NA,Risk Analytics,%,99,94,Calculated
Custom Metric 67,LATAM,Risk Analytics,count,3268,4015,Reported
Custom Metric 68,LATAM,AML Investigations,score,0,0,Calculated
Custom Metric 69,NA,Compliance,rate,79,85,Estimated
Custom Metric 70,LATAM,AFC Ops,count,1052,817,Reported
Custom Metric 71,NA,AML Investigations,count,4362,4827,Calculated
Custom Metric 72,APAC,Compliance,count,282,0,Estimated
Custom Metric 73,APAC,AFC Ops,count,2443,2273,Calculated
Custom Metric 74,APAC,AML Investigations,score,21,22,Estimated
Custom Metric 75,APAC,Compliance,score,0,0,Estimated
Custom Metric 76,EMEA,Risk Analytics,count,984,1074,Calculated
Custom Metric 77,APAC,Compliance,score,34,49,Calculated
Custom Metric 78,NA,AML Investigations,count,2679,2666,Estimated
Custom Metric 79,EMEA,AFC Ops,%,12,0,Calculated
Custom Metric 80,NA,AFC Ops,rate,49,57,Reported
Custom Metric 81,LATAM,AML Investigations,rate,75,82,Reported
Custom Metric 82,EMEA,AFC Ops,score,79,73,Estimated
Custom Metric 83,LATAM,Risk Analytics,count,4849,5200,Estimated
Custom Metric 84,NA,AFC Ops,score,17,31,Estimated
Custom Metric 85,NA,AML Investigations,%,8,15,Reported
Custom Metric 86,NA,Risk Analytics,rate,75,65,Estimated
Custom Metric 87,NA,Risk Analytics,count,4358,3772,Reported
Custom Metric 88,APAC,Compliance,rate,30,46,Estimated
