Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
Transaction Monitoring Alerts,LATAM,Compliance,count,4786,4457,Calculated
Adverse Media Hits,EMEA,AFC Ops,count,1994,2140,Calculated
EDD Completion Rate,APAC,AML Investigations,rate,39,48,Estimated
STR Quality Score,APAC,Risk Analytics,%,1,9,Calculated
SAR Filing Timeliness,APAC,Compliance,count,3551,3082,Calculated
KYC Exceptions Rate,EMEA,AML Investigations,%,85,79,Reported
High-Risk Customer Count,NA,Compliance,count,388,469,Reported
PEP Screening Hits,APAC,AFC Ops,score,31,21,Calculated
Alert Clearance SLA Breaches,APAC,Risk Analytics,score,12,15,Reported
False Positive Rate,APAC,Compliance,%,58,49,Reported
Case Backlog Volume,EMEA,Risk Analytics,rate,12,5,Calculated
Sanctions Screening Matches,APAC,AFC Ops,score,28,22,Estimated
Custom Metric 13,LATAM,Risk Analytics,count,3769,2985,Calculated
Custom Metric 14,EMEA,AML Investigations,%,75,77,Calculated
Custom Metric 15,EMEA,AFC Ops,count,4666,4060,Calculated
Custom Metric 16,APAC,AML Investigations,score,44,54,Estimated
Custom Metric 17,LATAM,Compliance,rate,10,0,Estimated
Custom Metric 18,NA,AFC Ops,score,59,44,Reported
Custom Metric 19,EMEA,AML Investigations,rate,51,48,Reported
Custom Metric 20,EMEA,AFC Ops,%,32,45,Calculated
Custom Metric 21,APAC,AML Investigations,score,51,34,Reported
Custom Metric 22,NA,Risk Analytics,count,1074,1735,Calculated
Custom Metric 23,NA,Compliance,%,22,37,Estimated
Custom Metric 24,LATAM,AML Investigations,rate,41,41,Estimated
Custom Metric 25,APAC,Compliance,score,65,72,Estimated
Custom Metric 26,LATAM,AML Investigations,count,4477,4191,Calculated
Custom Metric 27,EMEA,Compliance,count,4840,4197,Reported
Custom Metric 28,APAC,Risk Analytics,count,90,0,Reported
Custom Metric 29,EMEA,AML Investigations,%,75,80,Estimated
Custom Metric 30,EMEA,AML Investigations,score,80,91,Calculated
Custom Metric 31,LATAM,Risk Analytics,%,88,106,Calculated
Custom Metric 32,NA,AML Investigations,%,4,17,Reported
Custom Metric 33,APAC,AML Investigations,count,204,0,Estimated
Custom Metric 34,EMEA,AML Investigations,rate,20,33,Calculated
Custom Metric 35,NA,Risk Analytics,rate,51,43,Calculated
Custom Metric 36,APAC,Compliance,score,45,33,Calculated
Custom Metric 37,LATAM,AML Investigations,rate,49,50,Reported
Custom Metric 38,LATAM,AML Investigations,score,72,72,Calculated
Custom Metric 39,LATAM,AFC Ops,count,3461,2720,Calculated
Custom Metric 40,LATAM,Compliance,%,60,61,Estimated
Custom Metric 41,NA,AML Investigations,count,2251,2899,Reported
Custom Metric 42,APAC,AFC Ops,rate,75,75,Calculated
Custom Metric 43,EMEA,Risk Analytics,rate,95,99,Estimated
Custom Metric 44,EMEA,Compliance,score,68,57,Calculated
Custom Metric 45,LATAM,AFC Ops,rate,11,0,Estimated
Custom Metric 46,EMEA,Compliance,%,56,57,Calculated
Custom Metric 47,EMEA,AFC Ops,score,58,60,Calculated
Custom Metric 48,EMEA,AFC Ops,%,57,58,Calculated
Custom Metric 49,LATAM,AML Investigations,score,39,56,Calculated
Custom Metric 50,LATAM,Risk Analytics,score,27,37,Estimated
Custom Metric 51,NA,Risk Analytics,count,4786,5285,Reported
Custom Metric 52,LATAM,AML Investigations,rate,34,42,Estimated
Custom Metric 53,LATAM,Compliance,count,2978,3621,Estimated
Custom Metric 54,LATAM,Risk Analytics,%,71,78,Calculated
Custom Metric 55,NA,Risk Analytics,rate,74,82,Calculated
Custom Metric 56,NA,AML Investigations,count,1414,1756,Estimated
Custom Metric 57,NA,Compliance,%,43,37,Estimated
Custom Metric 58,LATAM,Compliance,rate,87,93,Reported
Custom Metric 59,NA,AFC Ops,%,80,72,Calculated
Custom Metric 60,LATAM,Risk Analytics,count,3093,3484,Calculated
Custom Metric 61,APAC,Compliance,count,4350,4199,Calculated
Custom Metric 62,NA,Risk Analytics,rate,87,100,Reported
Custom Metric 63,LATAM,Compliance,%,89,99,Estimated
Custom Metric 64,NA,Compliance,%,12,9,Estimated
Custom Metric 65,NA,AML Investigations,score,101,95,Estimated
Custom Metric 66,NA,Risk Analytics,score,56,55,Estimated
Custom Metric 67,LATAM,Compliance,rate,34,44,Reported
Custom Metric 68,EMEA,Risk Analytics,count,866,888,Calculated
Custom Metric 69,NA,Compliance,%,21,28,Calculated
Custom Metric 70,APAC,AFC Ops,%,54,59,Reported
Custom Metric 71,EMEA,Compliance,score,1,12,Reported
Custom Metric 72,LATAM,AML Investigations,count,1749,1982,Reported
Custom Metric 73,APAC,AML Investigations,rate,84,83,Calculated
Custom Metric 74,NA,Risk Analytics,count,777,245,Reported
Custom Metric 75,APAC,Compliance,score,79,82,Estimated
Custom Metric 76,NA,Compliance,count,289,332,Calculated
