Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
Alert Clearance SLA Breaches,NA,Risk Analytics,%,12,18,Calculated
Transaction Monitoring Alerts,EMEA,Risk Analytics,score,82,80,Estimated
Sanctions Screening Matches,LATAM,Risk Analytics,count,1257,1482,Estimated
Adverse Media Hits,APAC,AFC Ops,rate,0,7,Calculated
STR Quality Score,LATAM,Compliance,count,1076,683,Calculated
False Positive Rate,APAC,Compliance,rate,106,104,Estimated
KYC Exceptions Rate,APAC,Risk Analytics,rate,7,4,Reported
EDD Completion Rate,EMEA,AFC Ops,count,2996,2518,Reported
PEP Screening Hits,EMEA,Compliance,score,14,24,Reported
Case Backlog Volume,EMEA,AML Investigations,count,3173,2981,Calculated
SAR Filing Timeliness,LATAM,AML Investigations,score,69,83,Reported
High-Risk Customer Count,LATAM,Compliance,%,3,20,Reported
Custom Metric 13,NA,AFC Ops,rate,81,74,Estimated
Custom Metric 14,APAC,Compliance,score,73,67,Estimated
Custom Metric 15,EMEA,Compliance,count,3896,3889,Estimated
Custom Metric 16,EMEA,AML Investigations,rate,20,23,Reported
Custom Metric 17,APAC,AFC Ops,score,73,69,Estimated
Custom Metric 18,LATAM,Risk Analytics,%,51,45,Calculated
Custom Metric 19,APAC,AML Investigations,%,43,41,Estimated
Custom Metric 20,APAC,AML Investigations,score,91,94,Calculated
Custom Metric 21,APAC,AML Investigations,%,8,9,Calculated
Custom Metric 22,LATAM,Compliance,%,92,100,Estimated
Custom Metric 23,APAC,AFC Ops,count,4639,4247,Estimated
Custom Metric 24,APAC,Compliance,%,98,96,Estimated
Custom Metric 25,APAC,AFC Ops,%,51,56,Calculated
Custom Metric 26,LATAM,AFC Ops,rate,24,28,Calculated
Custom Metric 27,EMEA,Risk Analytics,count,3240,2976,Estimated
Custom Metric 28,LATAM,AFC Ops,score,70,68,Calculated
Custom Metric 29,NA,Compliance,%,5,10,Estimated
Custom Metric 30,EMEA,Compliance,count,3261,3162,Calculated
Custom Metric 31,APAC,AFC Ops,%,99,96,Estimated
Custom Metric 32,EMEA,AML Investigations,score,28,16,Reported
Custom Metric 33,LATAM,Compliance,rate,22,27,Reported
Custom Metric 34,NA,AML Investigations,rate,52,40,Reported
Custom Metric 35,APAC,Risk Analytics,%,62,75,Estimated
Custom Metric 36,APAC,AML Investigations,count,1541,1035,Estimated
Custom Metric 37,NA,AML Investigations,%,28,30,Calculated
Custom Metric 38,LATAM,AML Investigations,count,3243,2697,Calculated
Custom Metric 39,NA,AFC Ops,count,571,1171,Reported
Custom Metric 40,NA,Compliance,%,71,83,Reported
Custom Metric 41,LATAM,AFC Ops,count,3909,3182,Estimated
Custom Metric 42,APAC,AFC Ops,rate,73,66,Calculated
