Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
Alert Clearance SLA Breaches,EMEA,Compliance,count,813,1114,Calculated
Sanctions Screening Matches,NA,AFC Ops,count,243,838,Estimated
KYC Exceptions Rate,EMEA,Risk Analytics,score,66,58,Reported
High-Risk Customer Count,NA,AFC Ops,rate,34,40,Reported
False Positive Rate,NA,AFC Ops,rate,0,7,Reported
EDD Completion Rate,APAC,AFC Ops,score,0,0,Calculated
SAR Filing Timeliness,EMEA,Risk Analytics,%,46,48,Estimated
PEP Screening Hits,LATAM,AML Investigations,%,44,32,Calculated
STR Quality Score,NA,AFC Ops,rate,37,28,Estimated
Transaction Monitoring Alerts,LATAM,AFC Ops,rate,86,77,Reported
Adverse Media Hits,APAC,AFC Ops,score,68,66,Estimated
Case Backlog Volume,APAC,Risk Analytics,count,4638,4960,Estimated
Custom Metric 13,EMEA,AML Investigations,%,33,41,Estimated
Custom Metric 14,NA,Compliance,%,73,60,Calculated
Custom Metric 15,APAC,Compliance,count,2765,2806,Calculated
Custom Metric 16,NA,Risk Analytics,rate,49,55,Reported
Custom Metric 17,NA,Risk Analytics,score,51,52,Calculated
Custom Metric 18,LATAM,Compliance,count,3592,2831,Reported
Custom Metric 19,EMEA,AML Investigations,%,22,25,Estimated
Custom Metric 20,NA,AML Investigations,count,3474,3203,Estimated
Custom Metric 21,EMEA,AML Investigations,count,2877,3579,Estimated
Custom Metric 22,LATAM,AML Investigations,count,3485,2720,Calculated
Custom Metric 23,LATAM,AML Investigations,count,4947,4678,Estimated
Custom Metric 24,EMEA,Risk Analytics,count,4389,4670,Calculated
Custom Metric 25,APAC,Compliance,count,1631,1626,Estimated
Custom Metric 26,EMEA,AML Investigations,score,0,13,Calculated
Custom Metric 27,NA,Compliance,%,29,23,Estimated
Custom Metric 28,LATAM,Risk Analytics,count,3764,4091,Reported
Custom Metric 29,APAC,AFC Ops,%,35,49,Calculated
Custom Metric 30,LATAM,Risk Analytics,rate,30,15,Reported
Custom Metric 31,APAC,AFC Ops,count,1514,857,Calculated
Custom Metric 32,NA,AFC Ops,score,52,47,Calculated
Custom Metric 33,NA,Compliance,count,639,648,Reported
Custom Metric 34,EMEA,Risk Analytics,count,1199,1980,Reported
Custom Metric 35,LATAM,Compliance,%,1,2,Calculated
Custom Metric 36,NA,Risk Analytics,count,2154,1485,Reported
Custom Metric 37,APAC,Compliance,rate,75,72,Calculated
Custom Metric 38,EMEA,Risk Analytics,count,1181,1859,Estimated
Custom Metric 39,LATAM,AFC Ops,%,1,2,Reported
Custom Metric 40,EMEA,Compliance,count,1805,1699,Estimated
Custom Metric 41,NA,Compliance,%,89,89,Estimated
Custom Metric 42,EMEA,Risk Analytics,count,4658,3978,Calculated
Custom Metric 43,APAC,AML Investigations,%,27,18,Estimated
Custom Metric 44,NA,AFC Ops,%,72,65,Calculated
Custom Metric 45,EMEA,AFC Ops,count,2818,2318,Estimated
Custom Metric 46,APAC,AFC Ops,rate,40,32,Calculated
Custom Metric 47,APAC,Risk Analytics,count,937,1533,Calculated
Custom Metric 48,LATAM,Compliance,count,4325,4462,Estimated
Custom Metric 49,NA,AFC Ops,score,23,18,Calculated
Custom Metric 50,APAC,Compliance,count,1758,2155,Reported
Custom Metric 51,EMEA,Compliance,score,63,76,Estimated
Custom Metric 52,NA,Risk Analytics,%,42,30,Estimated
Custom Metric 53,EMEA,Compliance,count,1819,1180,Calculated
Custom Metric 54,LATAM,AFC Ops,count,4564,3846,Reported
Custom Metric 55,LATAM,Risk Analytics,rate,23,9,Reported
Custom Metric 56,NA,AFC Ops,count,836,93,Calculated
Custom Metric 57,NA,AML Investigations,%,31,29,Reported
Custom Metric 58,EMEA,Compliance,count,2482,3082,Estimated
Custom Metric 59,NA,Compliance,rate,95,93,Calculated
Custom Metric 60,NA,Compliance,score,74,71,Reported
Custom Metric 61,NA,AML Investigations,rate,88,103,Estimated
Custom Metric 62,EMEA,Risk Analytics,%,53,48,Reported
Custom Metric 63,EMEA,AFC Ops,count,2993,3644,Reported
Custom Metric 64,APAC,Risk Analytics,count,2099,1990,Calculated
Custom Metric 65,LATAM,Compliance,count,3460,3967,Reported
Custom Metric 66,LATAM,AML Investigations,rate,7,0,Reported
Custom Metric 67,EMEA,AML Investigations,score,101,96,Calculated
Custom Metric 68,LATAM,Risk Analytics,%,52,51,Estimated
Custom Metric 69,APAC,AML Investigations,rate,100,92,Reported
Custom Metric 70,LATAM,AFC Ops,rate,64,75,Reported
Custom Metric 71,EMEA,Compliance,rate,29,40,Calculated
Custom Metric 72,LATAM,AML Investigations,count,1901,1668,Reported
Custom Metric 73,EMEA,Compliance,%,10,2,Reported
Custom Metric 74,NA,Risk Analytics,%,53,56,Reported
Custom Metric 75,LATAM,Risk Analytics,rate,84,68,Estimated
Custom Metric 76,EMEA,AML Investigations,count,1088,1832,Calculated
Custom Metric 77,LATAM,AML Investigations,count,3565,3709,Calculated
Custom Metric 78,LATAM,Risk Analytics,%,57,72,Estimated
Custom Metric 79,APAC,AFC Ops,count,77,572,Reported
Custom Metric 80,NA,Compliance,count,940,769,Calculated
Custom Metric 81,APAC,Compliance,count,4233,5013,Calculated
Custom Metric 82,EMEA,AML Investigations,score,93,96,Calculated
