Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
STR Quality Score,APAC,AML Investigations,score,89,90,Reported
Case Backlog Volume,LATAM,AML Investigations,rate,99,99,Calculated
Alert Clearance SLA Breaches,APAC,AML Investigations,count,1747,1928,Reported
False Positive Rate,APAC,Risk Analytics,%,17,15,Estimated
EDD Completion Rate,NA,Compliance,rate,68,76,Reported
PEP Screening Hits,LATAM,Risk Analytics,score,4,8,Estimated
SAR Filing Timeliness,EMEA,Compliance,%,106,89,Estimated
Transaction Monitoring Alerts,APAC,Risk Analytics,score,18,9,Calculated
KYC Exceptions Rate,APAC,AFC Ops,rate,53,67,Reported
Adverse Media Hits,LATAM,Compliance,%,17,8,Calculated
High-Risk Customer Count,APAC,AFC Ops,rate,10,25,Reported
Sanctions Screening Matches,LATAM,AFC Ops,count,3248,3268,Calculated
Custom Metric 13,EMEA,Risk Analytics,count,492,794,Reported
Custom Metric 14,LATAM,AML Investigations,count,4859,4785,Calculated
Custom Metric 15,EMEA,AFC Ops,rate,39,41,Calculated
Custom Metric 16,LATAM,AML Investigations,score,76,72,Estimated
Custom Metric 17,APAC,AML Investigations,%,24,39,Estimated
Custom Metric 18,APAC,Risk Analytics,%,97,100,Calculated
Custom Metric 19,EMEA,Risk Analytics,%,6,7,Estimated
Custom Metric 20,EMEA,Compliance,rate,44,39,Estimated
Custom Metric 21,NA,AFC Ops,score,40,43,Estimated
Custom Metric 22,LATAM,Risk Analytics,score,34,32,Calculated
Custom Metric 23,APAC,Risk Analytics,score,10,17,Calculated
Custom Metric 24,APAC,AFC Ops,rate,32,29,Estimated
Custom Metric 25,NA,AML Investigations,count,575,0,Calculated
Custom Metric 26,LATAM,Risk Analytics,count,4640,4844,Estimated
Custom Metric 27,LATAM,Risk Analytics,count,1259,666,Calculated
Custom Metric 28,NA,Risk Analytics,count,3740,4095,Calculated
Custom Metric 29,APAC,AFC Ops,rate,46,42,Estimated
Custom Metric 30,APAC,AFC Ops,rate,0,0,Reported
Custom Metric 31,LATAM,Compliance,rate,51,61,Estimated
Custom Metric 32,LATAM,Risk Analytics,score,64,68,Calculated
Custom Metric 33,LATAM,Compliance,count,4935,4634,Estimated
Custom Metric 34,APAC,Risk Analytics,%,68,57,Estimated
Custom Metric 35,APAC,Risk Analytics,%,69,72,Reported
Custom Metric 36,APAC,Compliance,count,1265,1246,Reported
Custom Metric 37,NA,AFC Ops,rate,92,90,Calculated
Custom Metric 38,APAC,Compliance,count,4365,4417,Estimated
Custom Metric 39,EMEA,Risk Analytics,score,83,77,Estimated
Custom Metric 40,EMEA,Risk Analytics,count,732,396,Reported
Custom Metric 41,APAC,AML Investigations,score,85,90,Calculated
Custom Metric 42,EMEA,Compliance,score,29,42,Reported
Custom Metric 43,APAC,AML Investigations,count,2820,2239,Reported
Custom Metric 44,EMEA,Risk Analytics,count,519,0,Calculated
Custom Metric 45,NA,AML Investigations,count,451,0,Calculated
Custom Metric 46,NA,Compliance,%,89,82,Reported
Custom Metric 47,APAC,AML Investigations,%,71,82,Calculated
Custom Metric 48,EMEA,AFC Ops,rate,101,103,Estimated
Custom Metric 49,LATAM,Compliance,count,4283,3584,Reported
Custom Metric 50,APAC,AFC Ops,%,29,31,Calculated
Custom Metric 51,EMEA,AFC Ops,count,3825,3824,Calculated
Custom Metric 52,LATAM,AFC Ops,score,66,66,Reported
Custom Metric 53,NA,Risk Analytics,%,60,68,Reported
Custom Metric 54,NA,AML Investigations,score,0,11,Estimated
Custom Metric 55,NA,Compliance,%,5,0,Estimated
Custom Metric 56,APAC,Compliance,score,1,10,Reported
Custom Metric 57,NA,AML Investigations,rate,83,88,Reported
Custom Metric 58,APAC,Compliance,count,390,0,Estimated
Custom Metric 59,EMEA,Risk Analytics,%,79,76,Reported
Custom Metric 60,EMEA,Compliance,score,64,74,Calculated
Custom Metric 61,APAC,AFC Ops,rate,59,52,Reported
Custom Metric 62,NA,AML Investigations,count,3857,3073,Calculated
