Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
Adverse Media Hits,LATAM,AML Investigations,count,3451,2945,Estimated
EDD Completion Rate,LATAM,Risk Analytics,rate,3,17,Estimated
Case Backlog Volume,APAC,AFC Ops,count,4038,4312,Estimated
PEP Screening Hits,EMEA,Risk Analytics,count,2604,3269,Calculated
False Positive Rate,APAC,Risk Analytics,count,255,453,Estimated
Sanctions Screening Matches,NA,Compliance,rate,66,48,Reported
Alert Clearance SLA Breaches,APAC,Compliance,%,73,76,Calculated
SAR Filing Timeliness,APAC,Risk Analytics,%,29,28,Estimated
KYC Exceptions Rate,NA,AFC Ops,count,854,249,Estimated
High-Risk Customer Count,LATAM,Compliance,count,1906,2265,Reported
Transaction Monitoring Alerts,NA,Compliance,score,31,36,Reported
STR Quality Score,APAC,AML Investigations,rate,83,88,Calculated
Custom Metric 13,LATAM,AML Investigations,rate,64,72,Reported
Custom Metric 14,EMEA,AFC Ops,count,2614,3173,Reported
Custom Metric 15,NA,Risk Analytics,rate,65,73,Reported
Custom Metric 16,APAC,Risk Analytics,score,82,76,Calculated
Custom Metric 17,EMEA,Risk Analytics,count,3442,3015,Estimated
Custom Metric 18,APAC,Risk Analytics,count,901,140,Estimated
Custom Metric 19,APAC,AFC Ops,rate,76,94,Calculated
Custom Metric 20,NA,Risk Analytics,%,33,35,Reported
Custom Metric 21,LATAM,Compliance,rate,80,72,Reported
Custom Metric 22,APAC,Risk Analytics,rate,73,77,Reported
Custom Metric 23,NA,Risk Analytics,count,2645,2588,Reported
Custom Metric 24,LATAM,Compliance,score,8,4,Reported
Custom Metric 25,APAC,AML Investigations,rate,29,27,Estimated
Custom Metric 26,LATAM,AML Investigations,score,22,19,Reported
Custom Metric 27,EMEA,AML Investigations,score,86,89,Reported
Custom Metric 28,NA,AFC Ops,count,3727,4481,Reported
Custom Metric 29,NA,AML Investigations,%,35,24,Estimated
Custom Metric 30,NA,AFC Ops,count,2098,2874,Calculated
Custom Metric 31,LATAM,AML Investigations,%,19,21,Calculated
Custom Metric 32,LATAM,AFC Ops,rate,84,98,Estimated
Custom Metric 33,LATAM,Risk Analytics,score,2,9,Estimated
Custom Metric 34,APAC,Risk Analytics,score,3,12,Calculated
Custom Metric 35,NA,Risk Analytics,rate,86,79,Estimated
Custom Metric 36,APAC,AML Investigations,score,53,44,Estimated
Custom Metric 37,APAC,AFC Ops,count,21,652,Calculated
Custom Metric 38,APAC,AML Investigations,%,24,28,Estimated
Custom Metric 39,APAC,Compliance,count,1542,1122,Reported
Custom Metric 40,EMEA,AML Investigations,%,16,14,Reported
Custom Metric 41,APAC,AML Investigations,count,201,34,Estimated
