Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
Case Backlog Volume,NA,AFC Ops,count,1839,1277,Reported
KYC Exceptions Rate,APAC,AML Investigations,count,3359,4045,Calculated
EDD Completion Rate,APAC,Compliance,rate,7,0,Calculated
Adverse Media Hits,APAC,AFC Ops,rate,68,56,Calculated
Alert Clearance SLA Breaches,NA,AML Investigations,%,40,42,Calculated
Sanctions Screening Matches,APAC,AFC Ops,%,10,0,Estimated
False Positive Rate,EMEA,Compliance,score,30,44,Estimated
STR Quality Score,APAC,AFC Ops,rate,50,49,Calculated
High-Risk Customer Count,NA,Compliance,rate,14,14,Calculated
SAR Filing Timeliness,EMEA,AML Investigations,%,4,13,Estimated
Transaction Monitoring Alerts,NA,Risk Analytics,score,21,33,Estimated
PEP Screening Hits,EMEA,Risk Analytics,score,75,66,Reported
Custom Metric 13,NA,AFC Ops,rate,43,41,Estimated
Custom Metric 14,APAC,AML Investigations,count,1898,1513,Estimated
Custom Metric 15,NA,AFC Ops,count,1211,483,Reported
Custom Metric 16,APAC,Compliance,rate,23,29,Estimated
Custom Metric 17,NA,Risk Analytics,rate,56,50,Reported
Custom Metric 18,NA,AML Investigations,count,3646,2906,Estimated
Custom Metric 19,NA,Compliance,count,571,1196,Reported
Custom Metric 20,APAC,Compliance,score,53,40,Estimated
Custom Metric 21,LATAM,AFC Ops,count,1687,1766,Reported
Custom Metric 22,NA,AML Investigations,%,61,56,Estimated
Custom Metric 23,LATAM,Risk Analytics,%,18,22,Estimated
Custom Metric 24,APAC,Risk Analytics,%,43,44,Estimated
Custom Metric 25,EMEA,AML Investigations,%,42,51,Calculated
Custom Metric 26,LATAM,Compliance,count,737,804,Calculated
Custom Metric 27,EMEA,AFC Ops,%,11,10,Calculated
Custom Metric 28,NA,Compliance,count,3330,3964,Estimated
Custom Metric 29,APAC,AFC Ops,rate,8,13,Reported
Custom Metric 30,LATAM,Risk Analytics,rate,8,16,Estimated
Custom Metric 31,LATAM,Compliance,score,9,10,Calculated
Custom Metric 32,LATAM,Compliance,count,3402,3415,Calculated
Custom Metric 33,LATAM,Risk Analytics,%,17,28,Calculated
Custom Metric 34,LATAM,Risk Analytics,score,86,86,Estimated
Custom Metric 35,LATAM,Risk Analytics,score,22,37,Estimated
Custom Metric 36,APAC,Risk Analytics,score,18,27,Reported
Custom Metric 37,LATAM,AFC Ops,count,3248,2860,Estimated
Custom Metric 38,LATAM,AML Investigations,%,96,99,Reported
Custom Metric 39,APAC,Risk Analytics,%,91,80,Estimated
Custom Metric 40,EMEA,AFC Ops,score,17,28,Reported
Custom Metric 41,NA,Risk Analytics,score,34,47,Calculated
Custom Metric 42,EMEA,AFC Ops,count,4955,4230,Estimated
Custom Metric 43,LATAM,Risk Analytics,score,37,37,Calculated
Custom Metric 44,NA,AML Investigations,count,3694,4172,Estimated
Custom Metric 45,APAC,Risk Analytics,count,1881,1539,Calculated
Custom Metric 46,APAC,AML Investigations,rate,54,64,Reported
Custom Metric 47,EMEA,AFC Ops,%,60,78,Calculated
Custom Metric 48,LATAM,AFC Ops,score,33,28,Estimated
Custom Metric 49,EMEA,Compliance,score,85,101,Calculated
Custom Metric 50,APAC,AML Investigations,score,91,83,Estimated
Custom Metric 51,NA,AFC Ops,rate,55,41,Estimated
Custom Metric 52,EMEA,Risk Analytics,rate,74,68,Calculated
Custom Metric 53,LATAM,AFC Ops,count,4683,4692,Estimated
Custom Metric 54,NA,Compliance,count,4563,4589,Estimated
Custom Metric 55,EMEA,Compliance,rate,51,52,Reported
Custom Metric 56,EMEA,Risk Analytics,count,1580,2028,Estimated
Custom Metric 57,EMEA,AML Investigations,score,69,59,Calculated
Custom Metric 58,APAC,Risk Analytics,count,742,466,Estimated
Custom Metric 59,NA,Risk Analytics,count,2007,2653,Reported
Custom Metric 60,EMEA,AFC Ops,score,19,12,Estimated
Custom Metric 61,EMEA,Risk Analytics,count,453,1004,Calculated
Custom Metric 62,NA,AFC Ops,%,27,30,Calculated
Custom Metric 63,EMEA,Compliance,count,3883,3324,Reported
Custom Metric 64,LATAM,Compliance,count,4386,3604,Calculated
Custom Metric 65,NA,Compliance,rate,103,93,Reported
Custom Metric 66,NA,Risk Analytics,count,88,128,Calculated
Custom Metric 67,LATAM,AFC Ops,score,69,56,Calculated
Custom Metric 68,LATAM,AML Investigations,rate,36,28,Calculated
Custom Metric 69,LATAM,AFC Ops,count,2426,1634,Reported
Custom Metric 70,EMEA,Compliance,%,74,74,Estimated
