Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
PEP Screening Hits,NA,AML Investigations,count,2649,2159,Calculated
High-Risk Customer Count,EMEA,Risk Analytics,rate,16,3,Reported
Case Backlog Volume,APAC,Risk Analytics,count,2644,1990,Calculated
EDD Completion Rate,APAC,Risk Analytics,score,37,39,Estimated
SAR Filing Timeliness,LATAM,AFC Ops,count,1654,2130,Reported
STR Quality Score,NA,Compliance,%,26,28,Reported
Alert Clearance SLA Breaches,EMEA,Compliance,%,78,84,Reported
Transaction Monitoring Alerts,LATAM,Compliance,score,92,93,Reported
Adverse Media Hits,APAC,AML Investigations,count,642,932,Calculated
False Positive Rate,LATAM,AFC Ops,rate,21,10,Calculated
Sanctions Screening Matches,APAC,AML Investigations,%,46,50,Reported
KYC Exceptions Rate,LATAM,AML Investigations,%,90,72,Reported
Custom Metric 13,APAC,AFC Ops,%,22,24,Calculated
Custom Metric 14,APAC,AML Investigations,rate,0,7,Estimated
Custom Metric 15,EMEA,Risk Analytics,count,2821,2037,Calculated
Custom Metric 16,NA,AFC Ops,count,10,0,Estimated
Custom Metric 17,EMEA,Risk Analytics,%,61,58,Calculated
Custom Metric 18,LATAM,Compliance,%,71,65,Estimated
Custom Metric 19,APAC,Risk Analytics,score,103,103,Estimated
Custom Metric 20,NA,Compliance,%,14,19,Calculated
Custom Metric 21,EMEA,Risk Analytics,count,2151,1456,Reported
Custom Metric 22,APAC,Risk Analytics,count,1595,2212,Reported
Custom Metric 23,EMEA,Risk Analytics,count,756,18,Calculated
Custom Metric 24,LATAM,Compliance,score,89,90,Calculated
Custom Metric 25,APAC,AML Investigations,rate,76,91,Estimated
Custom Metric 26,EMEA,Risk Analytics,count,151,86,Calculated
Custom Metric 27,LATAM,Risk Analytics,rate,17,12,Reported
Custom Metric 28,NA,AML Investigations,count,1317,1499,Reported
Custom Metric 29,EMEA,Risk Analytics,%,81,86,Estimated
Custom Metric 30,NA,AML Investigations,count,966,1269,Estimated
Custom Metric 31,LATAM,Compliance,count,2765,2633,Estimated
Custom Metric 32,LATAM,Compliance,rate,67,71,Estimated
Custom Metric 33,NA,Compliance,count,3919,4187,Reported
Custom Metric 34,EMEA,AML Investigations,rate,45,56,Calculated
Custom Metric 35,LATAM,Compliance,%,21,19,Reported
Custom Metric 36,LATAM,Compliance,rate,20,29,Reported
Custom Metric 37,LATAM,AFC Ops,count,647,321,Estimated
Custom Metric 38,LATAM,Compliance,rate,98,91,Estimated
Custom Metric 39,APAC,Compliance,%,99,84,Estimated
Custom Metric 40,NA,AML Investigations,count,1529,1125,Calculated
Custom Metric 41,APAC,AFC Ops,count,3243,3770,Estimated
Custom Metric 42,APAC,Risk Analytics,rate,52,51,Reported
Custom Metric 43,NA,Risk Analytics,count,4108,4481,Reported
Custom Metric 44,LATAM,Risk Analytics,rate,89,99,Calculated
Custom Metric 45,NA,AML Investigations,count,3869,3274,Estimated
Custom Metric 46,LATAM,AML Investigations,rate,9,12,Calculated
Custom Metric 47,APAC,Compliance,rate,8,4,Estimated
Custom Metric 48,APAC,Risk Analytics,rate,15,14,Reported
Custom Metric 49,EMEA,Risk Analytics,rate,0,0,Calculated
Custom Metric 50,NA,AML Investigations,count,1118,1237,Estimated
Custom Metric 51,EMEA,AML Investigations,count,2724,2029,Reported
Custom Metric 52,APAC,AFC Ops,rate,66,62,Reported
Custom Metric 53,LATAM,Compliance,score,19,24,Calculated
Custom Metric 54,NA,Compliance,score,78,90,Reported
Custom Metric 55,APAC,Risk Analytics,count,1799,1843,Reported
Custom Metric 56,LATAM,Compliance,%,31,20,Estimated
Custom Metric 57,APAC,Risk Analytics,count,4396,4872,Reported
Custom Metric 58,LATAM,Compliance,%,29,34,Reported
Custom Metric 59,EMEA,Risk Analytics,count,737,1447,Calculated
Custom Metric 60,APAC,Risk Analytics,rate,79,90,Reported
Custom Metric 61,LATAM,AFC Ops,count,2996,2616,Estimated
Custom Metric 62,APAC,Compliance,score,58,73,Calculated
Custom Metric 63,LATAM,AML Investigations,%,25,38,Reported
Custom Metric 64,APAC,Compliance,count,738,51,Calculated
Custom Metric 65,APAC,AML Investigations,score,53,54,Reported
Custom Metric 66,NA,Risk Analytics,count,2918,3037,Calculated
Custom Metric 67,APAC,Compliance,%,24,27,Estimated
Custom Metric 68,LATAM,Compliance,score,33,23,Estimated
Custom Metric 69,NA,Compliance,count,101,240,Estimated
Custom Metric 70,EMEA,AFC Ops,%,21,19,Estimated
Custom Metric 71,NA,AFC Ops,rate,68,68,Reported
Custom Metric 72,APAC,AFC Ops,count,2043,1823,Calculated
Custom Metric 73,LATAM,AML Investigations,rate,62,62,Calculated
Custom Metric 74,LATAM,AML Investigations,count,4918,5521,Reported
Custom Metric 75,NA,Risk Analytics,%,35,43,Estimated
Custom Metric 76,LATAM,AML Investigations,score,17,36,Reported
Custom Metric 77,EMEA,AML Investigations,count,205,465,Estimated
Custom Metric 78,EMEA,AFC Ops,%,95,92,Calculated
Custom Metric 79,LATAM,Risk Analytics,count,2330,2573,Calculated
Custom Metric 80,EMEA,Risk Analytics,count,367,1166,Calculated
Custom Metric 81,NA,AML Investigations,count,199,104,Estimated
