Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
STR Quality Score,EMEA,AML Investigations,count,1092,1273,Estimated
Case Backlog Volume,LATAM,Compliance,count,3227,2650,Estimated
False Positive Rate,APAC,Compliance,count,4331,4393,Calculated
Transaction Monitoring Alerts,LATAM,AML Investigations,%,51,44,Calculated
KYC Exceptions Rate,EMEA,AFC Ops,%,27,35,Estimated
EDD Completion Rate,APAC,AFC Ops,score,0,11,Reported
SAR Filing Timeliness,LATAM,AML Investigations,score,68,56,Calculated
Alert Clearance SLA Breaches,LATAM,AFC Ops,count,3168,3187,Calculated
High-Risk Customer Count,EMEA,AFC Ops,rate,24,37,Estimated
PEP Screening Hits,EMEA,AML Investigations,count,3791,4088,Reported
Sanctions Screening Matches,LATAM,AFC Ops,%,55,60,Reported
Adverse Media Hits,APAC,AFC Ops,score,79,82,Calculated
Custom Metric 13,NA,Compliance,rate,98,99,Reported
Custom Metric 14,LATAM,Compliance,count,1676,1629,Calculated
Custom Metric 15,NA,Risk Analytics,%,81,84,Reported
Custom Metric 16,LATAM,AML Investigations,score,82,73,Calculated
Custom Metric 17,APAC,Compliance,count,581,1207,Reported
Custom Metric 18,LATAM,AML Investigations,rate,44,25,Reported
Custom Metric 19,LATAM,Risk Analytics,rate,17,17,Calculated
Custom Metric 20,APAC,Risk Analytics,count,2802,2949,Calculated
Custom Metric 21,APAC,Risk Analytics,rate,30,32,Calculated
Custom Metric 22,LATAM,AFC Ops,rate,71,65,Estimated
Custom Metric 23,APAC,AML Investigations,count,3735,3457,Reported
Custom Metric 24,NA,AML Investigations,count,2156,2473,Calculated
Custom Metric 25,LATAM,AFC Ops,score,29,41,Calculated
Custom Metric 26,EMEA,Compliance,count,4807,4192,Reported
Custom Metric 27,LATAM,AML Investigations,score,12,20,Calculated
Custom Metric 28,LATAM,Risk Analytics,count,1827,2591,Calculated
Custom Metric 29,EMEA,Compliance,rate,6,2,Reported
Custom Metric 30,EMEA,Compliance,rate,29,27,Reported
Custom Metric 31,EMEA,AML Investigations,count,4086,3695,Reported
Custom Metric 32,APAC,Compliance,rate,56,62,Reported
Custom Metric 33,LATAM,Risk Analytics,%,56,48,Calculated
Custom Metric 34,NA,Risk Analytics,score,60,68,Estimated
Custom Metric 35,NA,Risk Analytics,%,39,41,Estimated
Custom Metric 36,LATAM,AFC Ops,count,2434,2216,Estimated
Custom Metric 37,NA,AML Investigations,count,3537,3777,Calculated
Custom Metric 38,APAC,AML Investigations,rate,7,18,Estimated
Custom Metric 39,APAC,Compliance,score,90,83,Reported
