Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
False Positive Rate,NA,Risk Analytics,score,62,70,Reported
Case Backlog Volume,LATAM,AML Investigations,score,84,103,Reported
EDD Completion Rate,APAC,AFC Ops,rate,40,58,Reported
Sanctions Screening Matches,LATAM,AFC Ops,%,23,19,Calculated
KYC Exceptions Rate,EMEA,Compliance,count,4762,4752,Estimated
SAR Filing Timeliness,APAC,AML Investigations,count,2664,2260,Reported
High-Risk Customer Count,NA,AML Investigations,%,16,33,Estimated
PEP Screening Hits,NA,AFC Ops,count,2762,2975,Calculated
Transaction Monitoring Alerts,NA,Compliance,%,59,66,Reported
Adverse Media Hits,NA,Compliance,rate,4,1,Estimated
STR Quality Score,EMEA,AFC Ops,count,1481,960,Reported
Alert Clearance SLA Breaches,APAC,Risk Analytics,score,54,53,Calculated
Custom Metric 13,EMEA,AFC Ops,score,92,89,Reported
Custom Metric 14,APAC,Compliance,rate,22,18,Reported
Custom Metric 15,LATAM,AML Investigations,%,8,8,Reported
Custom Metric 16,NA,Risk Analytics,%,35,29,Estimated
Custom Metric 17,NA,Risk Analytics,count,2177,1518,Estimated
Custom Metric 18,EMEA,AML Investigations,rate,35,46,Estimated
Custom Metric 19,LATAM,Compliance,%,49,47,Reported
Custom Metric 20,LATAM,AFC Ops,rate,101,93,Estimated
Custom Metric 21,LATAM,Risk Analytics,count,583,559,Estimated
Custom Metric 22,NA,AML Investigations,count,1568,1884,Estimated
Custom Metric 23,EMEA,AFC Ops,%,80,73,Reported
Custom Metric 24,APAC,AML Investigations,score,89,98,Estimated
Custom Metric 25,LATAM,Risk Analytics,%,20,17,Estimated
Custom Metric 26,EMEA,Risk Analytics,score,97,92,Reported
Custom Metric 27,LATAM,Risk Analytics,score,55,50,Reported
Custom Metric 28,NA,AML Investigations,score,69,61,Calculated
Custom Metric 29,LATAM,Compliance,score,0,3,Estimated
Custom Metric 30,APAC,AFC Ops,score,32,20,Reported
Custom Metric 31,EMEA,AML Investigations,count,12,0,Estimated
Custom Metric 32,LATAM,AFC Ops,count,417,697,Estimated
Custom Metric 33,APAC,Risk Analytics,%,81,65,Calculated
Custom Metric 34,EMEA,Compliance,%,6,0,Reported
