Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
Transaction Monitoring Alerts,NA,AML Investigations,rate,9,16,Estimated
EDD Completion Rate,NA,Compliance,%,6,17,Reported
High-Risk Customer Count,EMEA,AFC Ops,count,4419,3666,Reported
SAR Filing Timeliness,EMEA,Compliance,rate,80,72,Reported
PEP Screening Hits,EMEA,AFC Ops,score,46,58,Estimated
Case Backlog Volume,APAC,AFC Ops,rate,46,40,Estimated
Sanctions Screening Matches,EMEA,Compliance,rate,58,68,Calculated
False Positive Rate,LATAM,AML Investigations,score,52,46,Calculated
KYC Exceptions Rate,LATAM,Risk Analytics,score,71,68,Reported
Adverse Media Hits,LATAM,AFC Ops,count,1031,1720,Estimated
Alert Clearance SLA Breaches,NA,Compliance,%,91,96,Calculated
STR Quality Score,LATAM,Compliance,count,1743,1546,Calculated
Custom Metric 13,APAC,Compliance,score,63,73,Estimated
Custom Metric 14,NA,AML Investigations,%,14,7,Estimated
Custom Metric 15,NA,AML Investigations,count,4471,4523,Reported
Custom Metric 16,LATAM,Compliance,score,33,48,Calculated
Custom Metric 17,APAC,Compliance,%,102,91,Estimated
Custom Metric 18,LATAM,Risk Analytics,count,3040,2456,Estimated
Custom Metric 19,EMEA,Compliance,rate,77,68,Calculated
Custom Metric 20,EMEA,Risk Analytics,rate,44,47,Estimated
Custom Metric 21,APAC,Risk Analytics,score,61,59,Estimated
Custom Metric 22,LATAM,AML Investigations,rate,11,7,Calculated
Custom Metric 23,EMEA,AML Investigations,%,74,71,Calculated
Custom Metric 24,LATAM,AML Investigations,rate,19,12,Calculated
Custom Metric 25,NA,AFC Ops,count,2249,1892,Reported
Custom Metric 26,APAC,Risk Analytics,%,0,0,Reported
Custom Metric 27,LATAM,Compliance,score,49,57,Estimated
Custom Metric 28,NA,AFC Ops,count,3267,3078,Estimated
Custom Metric 29,NA,AFC Ops,score,23,13,Reported
Custom Metric 30,EMEA,AML Investigations,count,932,493,Estimated
Custom Metric 31,NA,Compliance,count,3167,3307,Estimated
Custom Metric 32,NA,AFC Ops,%,86,98,Reported
Custom Metric 33,APAC,Risk Analytics,%,34,31,Estimated
Custom Metric 34,LATAM,Risk Analytics,count,3132,3036,Estimated
Custom Metric 35,LATAM,AML Investigations,count,4220,4827,Calculated
Custom Metric 36,LATAM,AML Investigations,score,91,89,Estimated
Custom Metric 37,LATAM,Compliance,%,30,31,Calculated
