Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
Adverse Media Hits,LATAM,AFC Ops,rate,74,68,Reported
High-Risk Customer Count,NA,Compliance,score,26,22,Reported
Transaction Monitoring Alerts,LATAM,Compliance,score,49,60,Estimated
Alert Clearance SLA Breaches,LATAM,Compliance,count,690,143,Calculated
KYC Exceptions Rate,EMEA,AML Investigations,%,99,92,Reported
Sanctions Screening Matches,APAC,Risk Analytics,score,7,3,Estimated
STR Quality Score,APAC,AML Investigations,count,451,329,Reported
False Positive Rate,APAC,Risk Analytics,%,4,9,Calculated
EDD Completion Rate,APAC,Compliance,score,69,77,Calculated
Case Backlog Volume,APAC,Compliance,score,25,29,Reported
SAR Filing Timeliness,LATAM,AML Investigations,%,37,31,Estimated
PEP Screening Hits,APAC,AML Investigations,%,1,0,Reported
Custom Metric 13,LATAM,Compliance,%,14,21,Calculated
Custom Metric 14,APAC,AML Investigations,count,585,60,Estimated
Custom Metric 15,EMEA,AFC Ops,count,4906,5474,Estimated
Custom Metric 16,EMEA,AFC Ops,rate,75,79,Reported
Custom Metric 17,EMEA,AFC Ops,count,3233,3715,Calculated
Custom Metric 18,EMEA,Compliance,count,248,0,Estimated
Custom Metric 19,EMEA,AFC Ops,%,8,7,Reported
Custom Metric 20,LATAM,Compliance,rate,91,85,Estimated
Custom Metric 21,EMEA,Risk Analytics,count,1058,947,Reported
Custom Metric 22,EMEA,Compliance,score,80,85,Calculated
Custom Metric 23,NA,AFC Ops,count,1735,2368,Estimated
Custom Metric 24,APAC,Compliance,rate,19,29,Calculated
Custom Metric 25,EMEA,AFC Ops,%,46,51,Estimated
Custom Metric 26,LATAM,AML Investigations,score,86,97,Estimated
Custom Metric 27,APAC,Risk Analytics,rate,83,90,Reported
Custom Metric 28,EMEA,AML Investigations,count,629,379,Estimated
Custom Metric 29,NA,AFC Ops,count,3447,3077,Reported
Custom Metric 30,EMEA,AML Investigations,count,1561,2264,Estimated
Custom Metric 31,EMEA,Risk Analytics,score,75,69,Reported
Custom Metric 32,APAC,AML Investigations,%,70,58,Estimated
Custom Metric 33,NA,AFC Ops,count,1746,1183,Estimated
Custom Metric 34,LATAM,Compliance,score,10,16,Calculated
Custom Metric 35,LATAM,AML Investigations,rate,33,34,Reported
Custom Metric 36,LATAM,AFC Ops,%,28,33,Reported
Custom Metric 37,APAC,Risk Analytics,score,67,62,Calculated
Custom Metric 38,APAC,AFC Ops,rate,42,50,Reported
Custom Metric 39,APAC,Compliance,count,3822,3022,Reported
Custom Metric 40,NA,AFC Ops,%,72,80,Calculated
Custom Metric 41,APAC,Compliance,rate,12,11,Calculated
Custom Metric 42,NA,AFC Ops,count,1628,2413,Estimated
Custom Metric 43,NA,Risk Analytics,%,23,30,Estimated
Custom Metric 44,EMEA,Risk Analytics,%,40,37,Calculated
Custom Metric 45,APAC,AFC Ops,score,54,43,Estimated
Custom Metric 46,APAC,AML Investigations,count,4672,5458,Reported
Custom Metric 47,NA,AML Investigations,score,56,40,Reported
Custom Metric 48,EMEA,AFC Ops,%,34,45,Estimated
Custom Metric 49,LATAM,Risk Analytics,count,2876,2782,Calculated
Custom Metric 50,APAC,AFC Ops,count,4194,4258,Calculated
Custom Metric 51,EMEA,AML Investigations,%,24,32,Estimated
Custom Metric 52,EMEA,AFC Ops,rate,59,57,Calculated
Custom Metric 53,APAC,Compliance,score,24,25,Estimated
Custom Metric 54,NA,AFC Ops,score,55,49,Estimated
Custom Metric 55,EMEA,Compliance,%,7,0,Calculated
Custom Metric 56,NA,AML Investigations,count,1677,1726,Reported
Custom Metric 57,NA,AFC Ops,%,15,14,Estimated
Custom Metric 58,NA,AML Investigations,count,2341,2794,Reported
Custom Metric 59,NA,Risk Analytics,count,2218,2076,Calculated
Custom Metric 60,NA,Compliance,count,4923,5032,Calculated
Custom Metric 61,NA,AML Investigations,count,4225,5003,Estimated
