Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
Transaction Monitoring Alerts,NA,Risk Analytics,count,729,1470,Reported
KYC Exceptions Rate,NA,AFC Ops,rate,33,34,Calculated
PEP Screening Hits,NA,Risk Analytics,count,1552,1744,Estimated
Adverse Media Hits,LATAM,Risk Analytics,count,4433,4885,Calculated
SAR Filing Timeliness,LATAM,AML Investigations,score,47,46,Estimated
Case Backlog Volume,APAC,AML Investigations,%,76,69,Estimated
STR Quality Score,LATAM,AML Investigations,count,236,915,Calculated
Sanctions Screening Matches,EMEA,Risk Analytics,score,84,94,Estimated
False Positive Rate,APAC,Risk Analytics,%,39,53,Calculated
EDD Completion Rate,EMEA,Risk Analytics,%,23,23,Estimated
High-Risk Customer Count,EMEA,AML Investigations,count,4464,3789,Calculated
Alert Clearance SLA Breaches,EMEA,Risk Analytics,score,58,73,Estimated
Custom Metric 13,NA,Risk Analytics,score,0,14,Calculated
Custom Metric 14,NA,Compliance,count,1119,1086,Estimated
Custom Metric 15,APAC,AFC Ops,%,10,7,Estimated
Custom Metric 16,NA,AML Investigations,rate,78,91,Estimated
Custom Metric 17,LATAM,AML Investigations,score,30,41,Calculated
Custom Metric 18,APAC,Risk Analytics,rate,46,48,Reported
Custom Metric 19,LATAM,Compliance,rate,101,90,Reported
Custom Metric 20,APAC,AML Investigations,count,4141,3447,Calculated
Custom Metric 21,LATAM,Risk Analytics,score,77,92,Estimated
Custom Metric 22,EMEA,AFC Ops,%,5,0,Calculated
Custom Metric 23,NA,Compliance,count,4586,5041,Reported
Custom Metric 24,EMEA,AML Investigations,score,37,52,Estimated
Custom Metric 25,EMEA,Compliance,score,37,30,Calculated
Custom Metric 26,LATAM,Risk Analytics,rate,7,0,Calculated
Custom Metric 27,NA,Compliance,score,83,97,Estimated
Custom Metric 28,APAC,AFC Ops,count,977,513,Reported
Custom Metric 29,APAC,AML Investigations,%,14,13,Calculated
Custom Metric 30,APAC,AFC Ops,%,78,81,Reported
Custom Metric 31,EMEA,AFC Ops,count,255,134,Reported
Custom Metric 32,APAC,AFC Ops,count,1389,2120,Calculated
Custom Metric 33,EMEA,AML Investigations,%,39,48,Reported
Custom Metric 34,EMEA,Risk Analytics,count,4138,3399,Reported
Custom Metric 35,LATAM,Compliance,count,4882,4095,Calculated
Custom Metric 36,APAC,AFC Ops,%,29,42,Reported
Custom Metric 37,EMEA,Risk Analytics,rate,104,91,Calculated
Custom Metric 38,NA,Risk Analytics,%,40,48,Calculated
Custom Metric 39,APAC,AML Investigations,%,40,44,Estimated
Custom Metric 40,LATAM,AFC Ops,rate,31,46,Calculated
Custom Metric 41,APAC,Compliance,rate,19,24,Reported
Custom Metric 42,EMEA,Compliance,%,94,88,Calculated
Custom Metric 43,APAC,AFC Ops,%,37,32,Reported
Custom Metric 44,NA,Risk Analytics,%,0,0,Estimated
Custom Metric 45,NA,AML Investigations,rate,61,72,Reported
Custom Metric 46,NA,Compliance,score,100,87,Estimated
Custom Metric 47,LATAM,Compliance,score,37,31,Estimated
Custom Metric 48,LATAM,AFC Ops,%,21,29,Reported
Custom Metric 49,NA,AFC Ops,%,12,17,Reported
Custom Metric 50,APAC,Compliance,score,61,51,Reported
Custom Metric 51,LATAM,Risk Analytics,count,2742,3335,Estimated
Custom Metric 52,NA,AML Investigations,score,28,16,Reported
Custom Metric 53,NA,Risk Analytics,count,1760,1614,Reported
Custom Metric 54,NA,AFC Ops,rate,5,14,Estimated
