Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
Adverse Media Hits,LATAM,AML Investigations,rate,47,59,Estimated
Alert Clearance SLA Breaches,APAC,AML Investigations,count,4827,5135,Calculated
SAR Filing Timeliness,LATAM,AFC Ops,%,39,54,Calculated
False Positive Rate,APAC,Compliance,count,1652,1414,Estimated
PEP Screening Hits,EMEA,AML Investigations,%,18,16,Calculated
Transaction Monitoring Alerts,APAC,AML Investigations,%,74,58,Reported
Case Backlog Volume,NA,AML Investigations,rate,61,59,Estimated
STR Quality Score,APAC,Risk Analytics,rate,3,0,Estimated
Sanctions Screening Matches,APAC,Risk Analytics,count,729,707,Estimated
High-Risk Customer Count,LATAM,Risk Analytics,count,4604,3806,Estimated
KYC Exceptions Rate,NA,AML Investigations,count,778,1334,Estimated
EDD Completion Rate,EMEA,Risk Analytics,count,2513,2727,Reported
Custom Metric 13,NA,Risk Analytics,score,62,65,Reported
Custom Metric 14,NA,AML Investigations,score,37,32,Calculated
Custom Metric 15,APAC,Risk Analytics,%,34,49,Calculated
Custom Metric 16,APAC,AML Investigations,count,1422,1406,Reported
Custom Metric 17,LATAM,Compliance,rate,61,64,Calculated
Custom Metric 18,APAC,AML Investigations,count,3957,4639,Estimated
Custom Metric 19,NA,AFC Ops,score,54,41,Reported
Custom Metric 20,NA,Risk Analytics,count,852,517,Reported
Custom Metric 21,LATAM,Risk Analytics,score,37,30,Calculated
Custom Metric 22,NA,Risk Analytics,score,20,30,Estimated
Custom Metric 23,NA,Compliance,score,61,53,Calculated
Custom Metric 24,APAC,AFC Ops,rate,46,47,Reported
Custom Metric 25,NA,Risk Analytics,count,4072,4652,Estimated
Custom Metric 26,NA,Risk Analytics,score,17,18,Reported
Custom Metric 27,APAC,AFC Ops,rate,69,75,Calculated
Custom Metric 28,EMEA,AFC Ops,count,603,62,Estimated
Custom Metric 29,NA,AFC Ops,rate,52,38,Estimated
Custom Metric 30,APAC,Risk Analytics,score,53,43,Calculated
Custom Metric 31,APAC,AFC Ops,%,62,62,Reported
Custom Metric 32,LATAM,AML Investigations,count,2081,2811,Estimated
Custom Metric 33,NA,Risk Analytics,%,12,11,Reported
Custom Metric 34,EMEA,AFC Ops,rate,59,46,Reported
Custom Metric 35,EMEA,Risk Analytics,count,626,1236,Estimated
Custom Metric 36,APAC,AML Investigations,%,15,24,Reported
Custom Metric 37,EMEA,Risk Analytics,count,1208,1086,Reported
Custom Metric 38,LATAM,AML Investigations,%,34,31,Estimated
Custom Metric 39,LATAM,AML Investigations,rate,79,66,Calculated
Custom Metric 40,LATAM,Compliance,rate,6,4,Reported
Custom Metric 41,NA,Compliance,%,87,90,Reported
Custom Metric 42,LATAM,Compliance,count,914,668,Reported
Custom Metric 43,LATAM,Compliance,rate,59,66,Estimated
Custom Metric 44,EMEA,Risk Analytics,%,64,73,Estimated
Custom Metric 45,EMEA,AML Investigations,score,74,67,Estimated
Custom Metric 46,LATAM,AFC Ops,count,3253,2824,Calculated
Custom Metric 47,EMEA,AFC Ops,count,403,285,Estimated
Custom Metric 48,EMEA,AFC Ops,%,61,61,Calculated
Custom Metric 49,NA,AML Investigations,%,108,88,Estimated
Custom Metric 50,APAC,Risk Analytics,score,68,71,Calculated
Custom Metric 51,LATAM,AML Investigations,count,4671,5169,Estimated
Custom Metric 52,APAC,AFC Ops,score,67,62,Estimated
Custom Metric 53,EMEA,Compliance,count,4230,3732,Reported
Custom Metric 54,APAC,AFC Ops,score,27,33,Reported
Custom Metric 55,NA,AFC Ops,score,59,56,Reported
