Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
Case Backlog Volume,APAC,Risk Analytics,rate,1,4,Calculated
False Positive Rate,NA,AML Investigations,count,2160,2252,Estimated
SAR Filing Timeliness,APAC,AFC Ops,count,715,904,Reported
Transaction Monitoring Alerts,APAC,Risk Analytics,%,52,48,Calculated
KYC Exceptions Rate,EMEA,Risk Analytics,score,50,47,Reported
Sanctions Screening Matches,NA,AFC Ops,count,4902,4743,Calculated
EDD Completion Rate,APAC,AML Investigations,count,3911,4209,Reported
Adverse Media Hits,LATAM,AML Investigations,rate,13,6,Calculated
High-Risk Customer Count,LATAM,AFC Ops,count,4706,5307,Estimated
Alert Clearance SLA Breaches,LATAM,AML Investigations,count,2488,2473,Estimated
PEP Screening Hits,APAC,AFC Ops,%,23,22,Reported
STR Quality Score,NA,Compliance,count,1707,2095,Reported
Custom Metric 13,NA,Risk Analytics,%,74,76,Calculated
Custom Metric 14,EMEA,AFC Ops,count,3129,3782,Reported
Custom Metric 15,APAC,Compliance,count,4592,3818,Estimated
Custom Metric 16,EMEA,Risk Analytics,%,61,58,Reported
Custom Metric 17,NA,Compliance,%,93,100,Estimated
Custom Metric 18,NA,Risk Analytics,rate,93,82,Calculated
Custom Metric 19,EMEA,Risk Analytics,score,75,63,Calculated
Custom Metric 20,EMEA,Risk Analytics,rate,0,13,Reported
Custom Metric 21,EMEA,AFC Ops,rate,24,23,Estimated
Custom Metric 22,NA,AFC Ops,%,74,71,Calculated
Custom Metric 23,EMEA,AML Investigations,score,33,39,Reported
Custom Metric 24,APAC,Risk Analytics,score,49,46,Reported
Custom Metric 25,LATAM,Compliance,%,72,77,Estimated
Custom Metric 26,LATAM,Compliance,%,27,25,Calculated
Custom Metric 27,NA,AFC Ops,rate,99,93,Reported
Custom Metric 28,APAC,AFC Ops,rate,93,95,Reported
Custom Metric 29,LATAM,Compliance,score,0,0,Estimated
Custom Metric 30,NA,Compliance,rate,63,50,Calculated
Custom Metric 31,NA,Compliance,%,5,0,Estimated
Custom Metric 32,LATAM,Risk Analytics,score,52,65,Reported
Custom Metric 33,NA,AFC Ops,count,3951,3572,Reported
Custom Metric 34,NA,AFC Ops,rate,72,88,Estimated
Custom Metric 35,LATAM,Risk Analytics,count,345,818,Calculated
Custom Metric 36,NA,AFC Ops,count,1383,1512,Calculated
