Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
KYC Exceptions Rate,LATAM,AML Investigations,%,43,33,Estimated
False Positive Rate,APAC,Compliance,count,2623,2852,Reported
High-Risk Customer Count,EMEA,Compliance,%,28,33,Calculated
PEP Screening Hits,NA,Risk Analytics,count,3042,3090,Calculated
SAR Filing Timeliness,LATAM,Risk Analytics,rate,4,4,Reported
STR Quality Score,EMEA,Compliance,score,63,70,Calculated
Case Backlog Volume,LATAM,Risk Analytics,count,3617,3437,Estimated
EDD Completion Rate,LATAM,Risk Analytics,count,570,628,Estimated
Transaction Monitoring Alerts,NA,AFC Ops,score,47,58,Calculated
Alert Clearance SLA Breaches,EMEA,AML Investigations,count,4608,4725,Reported
Adverse Media Hits,LATAM,AML Investigations,%,29,35,Calculated
Sanctions Screening Matches,EMEA,Risk Analytics,count,4766,4879,Estimated
Custom Metric 13,APAC,AML Investigations,score,27,46,Calculated
Custom Metric 14,EMEA,Risk Analytics,count,1543,2231,Reported
Custom Metric 15,EMEA,Risk Analytics,count,3822,3445,Calculated
Custom Metric 16,LATAM,Compliance,rate,44,40,Estimated
Custom Metric 17,EMEA,Risk Analytics,score,92,99,Reported
Custom Metric 18,NA,AFC Ops,score,29,33,Calculated
Custom Metric 19,EMEA,Risk Analytics,score,63,65,Reported
Custom Metric 20,APAC,Compliance,rate,55,56,Calculated
Custom Metric 21,NA,AML Investigations,score,73,83,Estimated
Custom Metric 22,NA,AML Investigations,count,3311,3064,Estimated
Custom Metric 23,APAC,AML Investigations,count,1460,1130,Reported
Custom Metric 24,EMEA,AFC Ops,count,1984,1237,Estimated
Custom Metric 25,APAC,Risk Analytics,%,28,35,Reported
Custom Metric 26,LATAM,Risk Analytics,score,2,5,Reported
Custom Metric 27,LATAM,Compliance,%,49,49,Calculated
Custom Metric 28,APAC,Risk Analytics,count,3686,2965,Calculated
Custom Metric 29,APAC,Compliance,count,4299,5095,Calculated
Custom Metric 30,EMEA,Compliance,count,932,667,Estimated
Custom Metric 31,EMEA,Compliance,count,89,0,Calculated
Custom Metric 32,APAC,AML Investigations,count,1439,1115,Reported
Custom Metric 33,LATAM,AFC Ops,count,1661,1956,Reported
Custom Metric 34,NA,Compliance,rate,63,48,Reported
Custom Metric 35,LATAM,Risk Analytics,rate,2,5,Calculated
Custom Metric 36,EMEA,AFC Ops,score,66,71,Reported
Custom Metric 37,LATAM,AFC Ops,rate,71,69,Calculated
Custom Metric 38,LATAM,AML Investigations,%,0,10,Calculated
Custom Metric 39,EMEA,AML Investigations,count,4463,4680,Estimated
Custom Metric 40,LATAM,Risk Analytics,rate,54,45,Reported
Custom Metric 41,APAC,Risk Analytics,count,54,838,Reported
Custom Metric 42,LATAM,Compliance,rate,15,11,Reported
Custom Metric 43,NA,AFC Ops,%,10,0,Calculated
Custom Metric 44,NA,Risk Analytics,score,12,1,Estimated
Custom Metric 45,NA,AML Investigations,rate,76,88,Estimated
Custom Metric 46,APAC,Compliance,count,428,981,Reported
Custom Metric 47,NA,AFC Ops,%,10,9,Estimated
Custom Metric 48,APAC,Risk Analytics,%,0,8,Estimated
Custom Metric 49,EMEA,Compliance,count,3006,3325,Calculated
Custom Metric 50,NA,Risk Analytics,count,2964,2902,Reported
Custom Metric 51,LATAM,Compliance,count,4784,4319,Calculated
Custom Metric 52,NA,AFC Ops,count,31,376,Calculated
Custom Metric 53,NA,Risk Analytics,rate,35,32,Reported
Custom Metric 54,NA,AML Investigations,count,52,0,Reported
Custom Metric 55,EMEA,Risk Analytics,%,93,107,Estimated
Custom Metric 56,APAC,AFC Ops,score,10,12,Calculated
Custom Metric 57,APAC,AML Investigations,count,1596,963,Estimated
Custom Metric 58,APAC,AML Investigations,rate,33,32,Reported
Custom Metric 59,LATAM,Risk Analytics,count,3384,2677,Estimated
Custom Metric 60,LATAM,AML Investigations,rate,58,46,Calculated
Custom Metric 61,EMEA,AML Investigations,score,86,78,Reported
Custom Metric 62,LATAM,AML Investigations,%,44,54,Estimated
