Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
PEP Screening Hits,EMEA,AML Investigations,%,16,14,Reported
EDD Completion Rate,EMEA,Risk Analytics,score,39,26,Reported
False Positive Rate,APAC,AML Investigations,count,2915,2708,Reported
Adverse Media Hits,EMEA,AML Investigations,count,94,758,Estimated
SAR Filing Timeliness,LATAM,Risk Analytics,score,46,46,Estimated
STR Quality Score,NA,Risk Analytics,rate,45,43,Estimated
Case Backlog Volume,EMEA,AFC Ops,count,2198,1772,Estimated
High-Risk Customer Count,EMEA,AFC Ops,%,43,50,Calculated
KYC Exceptions Rate,EMEA,AML Investigations,score,71,78,Calculated
Alert Clearance SLA Breaches,NA,AFC Ops,%,23,19,Estimated
Sanctions Screening Matches,APAC,AFC Ops,%,78,79,Reported
Transaction Monitoring Alerts,NA,Compliance,count,4349,4514,Estimated
Custom Metric 13,LATAM,Compliance,%,44,49,Estimated
Custom Metric 14,LATAM,AML Investigations,%,44,56,Reported
Custom Metric 15,NA,Risk Analytics,score,14,29,Calculated
Custom Metric 16,EMEA,Compliance,%,31,31,Reported
Custom Metric 17,LATAM,Risk Analytics,rate,73,86,Reported
Custom Metric 18,EMEA,AML Investigations,count,3860,3844,Calculated
Custom Metric 19,LATAM,AFC Ops,rate,83,73,Reported
Custom Metric 20,APAC,Risk Analytics,%,63,55,Calculated
Custom Metric 21,APAC,AML Investigations,%,4,1,Reported
Custom Metric 22,APAC,AFC Ops,score,75,64,Estimated
Custom Metric 23,EMEA,Compliance,count,1359,584,Reported
Custom Metric 24,LATAM,Compliance,count,2456,2131,Estimated
Custom Metric 25,EMEA,AML Investigations,rate,68,68,Reported
Custom Metric 26,LATAM,Compliance,%,63,51,Reported
Custom Metric 27,NA,AFC Ops,score,57,50,Calculated
Custom Metric 28,LATAM,Compliance,score,57,46,Estimated
Custom Metric 29,NA,AML Investigations,score,14,29,Estimated
Custom Metric 30,LATAM,Compliance,count,1436,1206,Reported
Custom Metric 31,LATAM,AML Investigations,score,63,74,Calculated
Custom Metric 32,NA,AML Investigations,score,37,46,Reported
Custom Metric 33,LATAM,AML Investigations,count,341,705,Calculated
Custom Metric 34,LATAM,AML Investigations,rate,43,40,Reported
Custom Metric 35,LATAM,AML Investigations,score,18,5,Calculated
Custom Metric 36,APAC,Compliance,%,26,21,Calculated
Custom Metric 37,APAC,AFC Ops,count,2317,2404,Reported
Custom Metric 38,APAC,AFC Ops,count,164,0,Calculated
Custom Metric 39,EMEA,AML Investigations,rate,39,34,Reported
