Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
Transaction Monitoring Alerts,APAC,AML Investigations,count,2779,2383,Estimated
Case Backlog Volume,LATAM,Risk Analytics,rate,80,63,Calculated
Sanctions Screening Matches,EMEA,AML Investigations,score,89,98,Calculated
STR Quality Score,NA,AFC Ops,score,17,34,Estimated
False Positive Rate,EMEA,AML Investigations,score,35,30,Calculated
KYC Exceptions Rate,LATAM,AML Investigations,score,28,21,Reported
High-Risk Customer Count,NA,AFC Ops,score,37,31,Calculated
Adverse Media Hits,EMEA,AML Investigations,rate,22,14,Reported
SAR Filing Timeliness,NA,AML Investigations,%,74,87,Calculated
EDD Completion Rate,APAC,Risk Analytics,count,3186,2627,Estimated
Alert Clearance SLA Breaches,NA,Risk Analytics,score,49,43,Estimated
PEP Screening Hits,EMEA,AML Investigations,rate,32,41,Reported
Custom Metric 13,APAC,AFC Ops,count,1553,1224,Estimated
Custom Metric 14,NA,Compliance,count,2380,2209,Estimated
Custom Metric 15,APAC,Risk Analytics,%,28,33,Estimated
Custom Metric 16,APAC,AML Investigations,rate,38,40,Estimated
Custom Metric 17,APAC,AML Investigations,count,4181,3809,Calculated
Custom Metric 18,NA,Compliance,count,3081,2758,Calculated
Custom Metric 19,EMEA,AFC Ops,rate,68,61,Reported
Custom Metric 20,NA,Compliance,score,42,45,Reported
Custom Metric 21,LATAM,Compliance,score,94,97,Calculated
Custom Metric 22,EMEA,AFC Ops,score,15,22,Calculated
Custom Metric 23,LATAM,Compliance,count,4143,4642,Estimated
Custom Metric 24,LATAM,AFC Ops,count,175,696,Calculated
Custom Metric 25,NA,Compliance,count,80,0,Calculated
Custom Metric 26,LATAM,AML Investigations,count,738,722,Reported
Custom Metric 27,APAC,Risk Analytics,count,697,1199,Reported
Custom Metric 28,EMEA,Risk Analytics,%,0,5,Calculated
Custom Metric 29,NA,AML Investigations,count,3714,3569,Estimated
Custom Metric 30,EMEA,Risk Analytics,count,315,308,Estimated
Custom Metric 31,APAC,Risk Analytics,rate,3,0,Estimated
Custom Metric 32,LATAM,Compliance,count,4233,3601,Estimated
Custom Metric 33,APAC,Compliance,%,80,74,Calculated
Custom Metric 34,APAC,Compliance,score,53,49,Reported
Custom Metric 35,APAC,Risk Analytics,count,3607,3087,Reported
Custom Metric 36,NA,AML Investigations,count,229,0,Estimated
Custom Metric 37,APAC,Compliance,count,3252,2967,Estimated
Custom Metric 38,NA,AFC Ops,%,4,3,Calculated
Custom Metric 39,NA,Compliance,count,4927,4534,Calculated
Custom Metric 40,NA,AML Investigations,score,89,86,Calculated
Custom Metric 41,LATAM,AFC Ops,count,40,96,Calculated
Custom Metric 42,EMEA,AML Investigations,rate,49,52,Calculated
Custom Metric 43,NA,Compliance,rate,62,64,Estimated
Custom Metric 44,APAC,AFC Ops,score,31,32,Calculated
Custom Metric 45,LATAM,AFC Ops,score,69,58,Reported
Custom Metric 46,APAC,AML Investigations,score,47,33,Calculated
Custom Metric 47,NA,AML Investigations,count,1115,1102,Estimated
Custom Metric 48,EMEA,AML Investigations,%,32,32,Calculated
Custom Metric 49,LATAM,Risk Analytics,count,4647,5298,Calculated
Custom Metric 50,NA,Risk Analytics,rate,59,48,Reported
Custom Metric 51,EMEA,AML Investigations,%,71,65,Calculated
Custom Metric 52,APAC,AFC Ops,score,50,43,Reported
Custom Metric 53,EMEA,AML Investigations,score,95,89,Calculated
Custom Metric 54,LATAM,Risk Analytics,score,89,81,Calculated
Custom Metric 55,LATAM,Compliance,rate,0,10,Estimated
Custom Metric 56,LATAM,Risk Analytics,score,69,74,Calculated
Custom Metric 57,EMEA,AFC Ops,count,3277,2687,Calculated
Custom Metric 58,NA,AFC Ops,count,3813,3521,Reported
Custom Metric 59,NA,AFC Ops,count,1658,1272,Reported
Custom Metric 60,NA,AFC Ops,count,967,1198,Calculated
Custom Metric 61,LATAM,Risk Analytics,rate,21,10,Estimated
Custom Metric 62,APAC,Compliance,count,4570,4201,Reported
Custom Metric 63,EMEA,Risk Analytics,%,15,18,Estimated
Custom Metric 64,EMEA,AFC Ops,count,4561,3907,Reported
Custom Metric 65,LATAM,AFC Ops,score,0,1,Calculated
Custom Metric 66,LATAM,Compliance,score,70,82,Calculated
Custom Metric 67,EMEA,Compliance,rate,41,25,Reported
Custom Metric 68,NA,Risk Analytics,rate,46,49,Reported
Custom Metric 69,NA,AML Investigations,%,15,30,Calculated
Custom Metric 70,LATAM,AML Investigations,count,4258,3782,Estimated
Custom Metric 71,LATAM,Risk Analytics,%,31,40,Estimated
Custom Metric 72,EMEA,AML Investigations,%,22,25,Calculated
Custom Metric 73,EMEA,Risk Analytics,%,52,49,Calculated
Custom Metric 74,APAC,AFC Ops,rate,1,8,Estimated
Custom Metric 75,APAC,AFC Ops,count,3988,4049,Reported
Custom Metric 76,APAC,Risk Analytics,rate,72,79,Calculated
Custom Metric 77,EMEA,Compliance,%,73,74,Estimated
Custom Metric 78,APAC,Risk Analytics,rate,15,3,Calculated
Custom Metric 79,NA,AFC Ops,count,4781,4268,Reported
Custom Metric 80,APAC,Compliance,score,12,26,Estimated
Custom Metric 81,APAC,AFC Ops,%,30,13,Reported
Custom Metric 82,LATAM,AFC Ops,count,758,154,Reported
Custom Metric 83,LATAM,AML Investigations,score,65,76,Calculated
Custom Metric 84,APAC,Compliance,count,4672,4293,Reported
Custom Metric 85,NA,AML Investigations,rate,65,56,Estimated
Custom Metric 86,NA,AML Investigations,rate,71,61,Estimated
Custom Metric 87,LATAM,AFC Ops,count,788,1081,Estimated
Custom Metric 88,APAC,AML Investigations,score,76,90,Calculated
Custom Metric 89,LATAM,Compliance,score,81,81,Reported
Custom Metric 90,EMEA,AML Investigations,rate,84,79,Estimated
Custom Metric 91,NA,AML Investigations,count,1473,1822,Reported
Custom Metric 92,NA,AFC Ops,count,984,294,Calculated
Custom Metric 93,LATAM,Risk Analytics,count,1134,1621,Calculated
Custom Metric 94,NA,AML Investigations,%,19,16,Estimated
Custom Metric 95,APAC,Compliance,count,380,0,Calculated
Custom Metric 96,EMEA,AFC Ops,count,3651,3444,Reported
Custom Metric 97,EMEA,Risk Analytics,%,29,36,Estimated
Custom Metric 98,EMEA,Compliance,%,102,94,Calculated
Custom Metric 99,EMEA,AML Investigations,count,4844,5231,Estimated
Custom Metric 100,NA,AFC Ops,%,61,77,Reported
Custom Metric 101,APAC,Risk Analytics,score,83,91,Estimated
Custom Metric 102,NA,AFC Ops,count,2765,2962,Calculated
Custom Metric 103,APAC,Risk Analytics,%,87,92,Calculated
Custom Metric 104,LATAM,AML Investigations,%,54,52,Calculated
Custom Metric 105,NA,AML Investigations,score,45,38,Reported
Custom Metric 106,NA,AML Investigations,score,14,14,Reported
Custom Metric 107,APAC,Risk Analytics,score,54,55,Calculated
Custom Metric 108,APAC,AML Investigations,rate,47,40,Reported
Custom Metric 109,NA,Risk Analytics,%,71,75,Estimated
Custom Metric 110,LATAM,AML Investigations,count,3116,3155,Estimated
Custom Metric 111,APAC,AML Investigations,%,71,72,Estimated
Custom Metric 112,NA,Compliance,score,96,93,Reported
Custom Metric 113,APAC,Compliance,%,80,65,Calculated
Custom Metric 114,APAC,Risk Analytics,count,223,0,Estimated
Custom Metric 115,LATAM,Risk Analytics,%,51,43,Calculated
Custom Metric 116,NA,AML Investigations,%,72,66,Reported
Custom Metric 117,APAC,AFC Ops,score,21,30,Calculated
Custom Metric 118,NA,AFC Ops,count,985,377,Estimated
Custom Metric 119,EMEA,Compliance,score,7,10,Reported
Custom Metric 120,EMEA,AFC Ops,%,35,34,Estimated
Custom Metric 121,LATAM,AFC Ops,rate,22,12,Estimated
