Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
EDD Completion Rate,LATAM,Risk Analytics,count,4950,4489,Estimated
False Positive Rate,LATAM,Compliance,%,27,25,Reported
PEP Screening Hits,APAC,AFC Ops,score,62,70,Calculated
Sanctions Screening Matches,NA,Risk Analytics,count,3366,2766,Calculated
SAR Filing Timeliness,NA,Compliance,%,17,19,Reported
STR Quality Score,LATAM,AFC Ops,count,140,0,Estimated
Transaction Monitoring Alerts,NA,Compliance,%,52,59,Reported
KYC Exceptions Rate,EMEA,Risk Analytics,count,3339,3697,Calculated
Alert Clearance SLA Breaches,NA,Risk Analytics,%,31,41,Reported
Adverse Media Hits,APAC,Risk Analytics,score,49,31,Estimated
Case Backlog Volume,APAC,AFC Ops,score,47,45,Calculated
High-Risk Customer Count,EMEA,AFC Ops,score,92,76,Calculated
Custom Metric 13,NA,Compliance,score,104,90,Reported
Custom Metric 14,EMEA,Risk Analytics,rate,71,79,Reported
Custom Metric 15,EMEA,AML Investigations,count,1660,938,Reported
Custom Metric 16,LATAM,Risk Analytics,count,2329,2782,Estimated
Custom Metric 17,EMEA,AFC Ops,%,66,80,Estimated
Custom Metric 18,LATAM,AML Investigations,rate,80,77,Reported
Custom Metric 19,EMEA,Compliance,rate,61,71,Calculated
Custom Metric 20,NA,Risk Analytics,score,78,73,Reported
Custom Metric 21,LATAM,AFC Ops,%,89,82,Calculated
Custom Metric 22,LATAM,AML Investigations,score,55,52,Estimated
Custom Metric 23,LATAM,AML Investigations,rate,15,15,Reported
Custom Metric 24,NA,Risk Analytics,rate,4,9,Estimated
Custom Metric 25,LATAM,AML Investigations,score,16,2,Calculated
Custom Metric 26,LATAM,AML Investigations,count,757,179,Reported
Custom Metric 27,LATAM,AML Investigations,rate,23,26,Estimated
Custom Metric 28,NA,Risk Analytics,rate,25,22,Calculated
Custom Metric 29,EMEA,AML Investigations,%,58,60,Estimated
Custom Metric 30,LATAM,AML Investigations,count,2784,3265,Estimated
Custom Metric 31,APAC,AML Investigations,score,33,39,Estimated
Custom Metric 32,NA,AFC Ops,score,42,38,Reported
Custom Metric 33,NA,Risk Analytics,score,36,40,Reported
Custom Metric 34,LATAM,Compliance,count,1939,1472,Reported
Custom Metric 35,APAC,AML Investigations,rate,24,17,Calculated
Custom Metric 36,EMEA,Compliance,%,63,66,Estimated
Custom Metric 37,LATAM,AML Investigations,rate,92,97,Estimated
Custom Metric 38,LATAM,Compliance,score,14,6,Reported
Custom Metric 39,LATAM,AFC Ops,%,70,53,Reported
Custom Metric 40,EMEA,Compliance,score,50,37,Reported
Custom Metric 41,APAC,AML Investigations,score,102,103,Estimated
Custom Metric 42,EMEA,AFC Ops,count,1244,769,Calculated
Custom Metric 43,NA,Risk Analytics,count,90,763,Estimated
Custom Metric 44,APAC,AFC Ops,count,331,1071,Calculated
