Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
False Positive Rate,EMEA,Compliance,score,69,57,Calculated
KYC Exceptions Rate,NA,AML Investigations,rate,42,48,Estimated
PEP Screening Hits,APAC,AFC Ops,count,1280,1108,Estimated
SAR Filing Timeliness,APAC,AML Investigations,count,3909,3260,Reported
Case Backlog Volume,LATAM,AML Investigations,rate,43,47,Reported
STR Quality Score,LATAM,Compliance,count,21,52,Calculated
Sanctions Screening Matches,APAC,AFC Ops,count,2215,1548,Reported
High-Risk Customer Count,EMEA,Compliance,%,12,1,Estimated
Adverse Media Hits,EMEA,AML Investigations,score,17,11,Estimated
Alert Clearance SLA Breaches,LATAM,Risk Analytics,score,14,22,Reported
Transaction Monitoring Alerts,APAC,Risk Analytics,%,0,5,Calculated
EDD Completion Rate,APAC,AFC Ops,count,2901,3247,Estimated
Custom Metric 13,EMEA,Compliance,rate,1,10,Calculated
Custom Metric 14,APAC,AFC Ops,rate,24,28,Reported
Custom Metric 15,NA,AML Investigations,score,33,32,Reported
Custom Metric 16,LATAM,AML Investigations,score,51,49,Reported
Custom Metric 17,EMEA,AFC Ops,%,59,55,Reported
Custom Metric 18,EMEA,Compliance,count,986,781,Estimated
Custom Metric 19,EMEA,Compliance,rate,90,80,Estimated
Custom Metric 20,APAC,AML Investigations,count,3534,2895,Reported
Custom Metric 21,APAC,AML Investigations,rate,10,21,Reported
Custom Metric 22,APAC,Compliance,count,4667,4947,Calculated
Custom Metric 23,APAC,AML Investigations,rate,60,56,Estimated
Custom Metric 24,NA,Compliance,count,1597,1656,Reported
Custom Metric 25,EMEA,Compliance,count,2491,3228,Estimated
Custom Metric 26,APAC,AFC Ops,score,104,107,Calculated
Custom Metric 27,EMEA,AML Investigations,count,4192,3914,Estimated
Custom Metric 28,NA,Risk Analytics,count,2183,1972,Calculated
Custom Metric 29,LATAM,Compliance,%,67,62,Estimated
Custom Metric 30,NA,AFC Ops,count,1299,728,Calculated
Custom Metric 31,APAC,AFC Ops,count,4152,4062,Reported
Custom Metric 32,APAC,AFC Ops,count,2186,1742,Estimated
Custom Metric 33,APAC,Compliance,rate,35,45,Reported
Custom Metric 34,NA,Compliance,score,74,76,Calculated
Custom Metric 35,LATAM,AML Investigations,count,2099,2287,Reported
Custom Metric 36,NA,AML Investigations,rate,35,38,Reported
Custom Metric 37,EMEA,Compliance,%,32,36,Reported
Custom Metric 38,EMEA,AFC Ops,count,4462,3955,Reported
