Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
False Positive Rate,NA,AML Investigations,score,62,68,Estimated
Transaction Monitoring Alerts,LATAM,AFC Ops,rate,98,94,Reported
Alert Clearance SLA Breaches,APAC,AML Investigations,rate,0,9,Estimated
KYC Exceptions Rate,NA,Risk Analytics,count,4207,4900,Estimated
EDD Completion Rate,LATAM,AFC Ops,count,2789,2929,Calculated
Adverse Media Hits,NA,Compliance,score,91,83,Calculated
STR Quality Score,APAC,Risk Analytics,count,874,410,Estimated
High-Risk Customer Count,EMEA,Risk Analytics,%,19,11,Estimated
SAR Filing Timeliness,APAC,AFC Ops,rate,44,38,Reported
Sanctions Screening Matches,NA,AML Investigations,rate,66,53,Calculated
Case Backlog Volume,APAC,AML Investigations,%,16,11,Calculated
PEP Screening Hits,NA,Compliance,%,6,13,Estimated
Custom Metric 13,LATAM,Compliance,%,59,65,Estimated
Custom Metric 14,APAC,AFC Ops,score,104,106,Estimated
Custom Metric 15,EMEA,AML Investigations,rate,16,4,Estimated
Custom Metric 16,APAC,AFC Ops,count,1325,1941,Estimated
Custom Metric 17,NA,Compliance,count,2880,3605,Reported
Custom Metric 18,NA,Risk Analytics,score,33,46,Estimated
Custom Metric 19,APAC,AFC Ops,rate,86,69,Calculated
Custom Metric 20,APAC,AFC Ops,score,26,41,Estimated
Custom Metric 21,EMEA,Risk Analytics,%,0,0,Estimated
Custom Metric 22,NA,Risk Analytics,rate,88,108,Calculated
Custom Metric 23,EMEA,Risk Analytics,count,2392,2431,Reported
Custom Metric 24,LATAM,AML Investigations,rate,52,45,Reported
Custom Metric 25,APAC,AML Investigations,count,1894,2319,Calculated
Custom Metric 26,EMEA,Risk Analytics,count,736,197,Reported
Custom Metric 27,NA,AML Investigations,count,647,515,Calculated
Custom Metric 28,EMEA,Risk Analytics,rate,48,38,Reported
Custom Metric 29,NA,AFC Ops,%,9,27,Estimated
Custom Metric 30,APAC,Risk Analytics,score,28,42,Reported
Custom Metric 31,APAC,AFC Ops,count,3656,3563,Calculated
Custom Metric 32,NA,AFC Ops,count,235,0,Calculated
Custom Metric 33,APAC,Compliance,%,8,17,Estimated
Custom Metric 34,NA,AML Investigations,score,0,0,Estimated
Custom Metric 35,LATAM,Risk Analytics,count,4812,5272,Reported
Custom Metric 36,NA,AFC Ops,count,3192,2555,Calculated
Custom Metric 37,APAC,Compliance,count,752,126,Reported
Custom Metric 38,APAC,AFC Ops,count,4266,5036,Reported
Custom Metric 39,NA,Compliance,score,34,47,Calculated
Custom Metric 40,NA,AML Investigations,count,1530,1835,Reported
Custom Metric 41,EMEA,Risk Analytics,count,1815,1850,Reported
Custom Metric 42,NA,Risk Analytics,rate,84,81,Calculated
Custom Metric 43,NA,Compliance,count,2190,1489,Reported
Custom Metric 44,EMEA,Compliance,count,1039,731,Reported
Custom Metric 45,LATAM,AFC Ops,%,87,86,Estimated
Custom Metric 46,NA,AFC Ops,count,3094,3823,Estimated
Custom Metric 47,LATAM,AML Investigations,count,1247,1906,Reported
Custom Metric 48,NA,Compliance,count,1001,377,Reported
Custom Metric 49,LATAM,Risk Analytics,score,21,17,Estimated
Custom Metric 50,EMEA,AML Investigations,rate,20,18,Estimated
Custom Metric 51,EMEA,AFC Ops,count,974,1493,Estimated
Custom Metric 52,LATAM,Risk Analytics,rate,12,7,Reported
Custom Metric 53,EMEA,Compliance,rate,33,37,Estimated
Custom Metric 54,NA,AML Investigations,score,20,26,Estimated
