Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
STR Quality Score,LATAM,Risk Analytics,count,681,1310,Calculated
High-Risk Customer Count,EMEA,AML Investigations,%,97,100,Calculated
False Positive Rate,NA,Risk Analytics,score,59,58,Calculated
Transaction Monitoring Alerts,LATAM,Compliance,rate,50,40,Calculated
SAR Filing Timeliness,EMEA,Risk Analytics,%,0,5,Calculated
KYC Exceptions Rate,LATAM,Compliance,score,83,85,Estimated
Adverse Media Hits,EMEA,AFC Ops,count,1782,1275,Estimated
Alert Clearance SLA Breaches,NA,Risk Analytics,%,54,49,Reported
Case Backlog Volume,NA,Compliance,%,103,97,Calculated
EDD Completion Rate,NA,AFC Ops,count,3454,3226,Calculated
Sanctions Screening Matches,LATAM,Risk Analytics,rate,9,3,Reported
PEP Screening Hits,LATAM,Compliance,score,62,63,Estimated
Custom Metric 13,EMEA,Compliance,%,33,20,Reported
Custom Metric 14,EMEA,AFC Ops,score,53,55,Estimated
Custom Metric 15,EMEA,Risk Analytics,score,0,11,Calculated
Custom Metric 16,NA,Risk Analytics,count,3248,3619,Reported
Custom Metric 17,APAC,AML Investigations,rate,107,90,Estimated
Custom Metric 18,LATAM,Risk Analytics,%,104,95,Estimated
Custom Metric 19,LATAM,AML Investigations,rate,9,10,Reported
Custom Metric 20,APAC,AML Investigations,score,12,0,Calculated
Custom Metric 21,LATAM,AML Investigations,count,1425,1054,Reported
Custom Metric 22,APAC,Compliance,score,23,31,Estimated
Custom Metric 23,NA,AFC Ops,score,52,56,Calculated
Custom Metric 24,APAC,AFC Ops,score,83,84,Reported
Custom Metric 25,APAC,Compliance,count,3654,3876,Estimated
Custom Metric 26,NA,Compliance,%,46,63,Calculated
Custom Metric 27,NA,AML Investigations,%,75,76,Reported
Custom Metric 28,EMEA,AML Investigations,count,1470,1623,Reported
Custom Metric 29,NA,AFC Ops,count,713,6,Calculated
Custom Metric 30,LATAM,AML Investigations,%,77,69,Calculated
Custom Metric 31,NA,Compliance,%,27,18,Calculated
Custom Metric 32,NA,AFC Ops,count,3299,3160,Estimated
Custom Metric 33,EMEA,AML Investigations,count,3765,3610,Reported
Custom Metric 34,APAC,Risk Analytics,score,64,67,Reported
Custom Metric 35,NA,Compliance,%,33,15,Reported
Custom Metric 36,APAC,Compliance,rate,20,28,Estimated
Custom Metric 37,NA,Risk Analytics,rate,27,30,Calculated
Custom Metric 38,NA,AML Investigations,count,459,552,Calculated
Custom Metric 39,APAC,Compliance,count,3276,3195,Reported
Custom Metric 40,EMEA,Risk Analytics,count,3764,3146,Reported
Custom Metric 41,NA,Compliance,%,54,41,Reported
Custom Metric 42,EMEA,Risk Analytics,count,2963,3089,Estimated
Custom Metric 43,LATAM,Risk Analytics,%,25,17,Estimated
Custom Metric 44,APAC,AFC Ops,count,1015,1439,Reported
Custom Metric 45,LATAM,Compliance,rate,34,45,Calculated
Custom Metric 46,LATAM,AML Investigations,count,3014,3348,Estimated
Custom Metric 47,APAC,Risk Analytics,%,1,10,Estimated
Custom Metric 48,EMEA,Compliance,rate,30,28,Estimated
Custom Metric 49,NA,AML Investigations,score,35,29,Calculated
Custom Metric 50,LATAM,AML Investigations,%,83,83,Calculated
Custom Metric 51,LATAM,AML Investigations,count,933,1549,Estimated
Custom Metric 52,EMEA,AFC Ops,count,271,0,Estimated
Custom Metric 53,LATAM,AFC Ops,count,3653,3853,Estimated
Custom Metric 54,EMEA,AFC Ops,count,40,0,Reported
Custom Metric 55,LATAM,Compliance,%,71,61,Estimated
Custom Metric 56,LATAM,AFC Ops,rate,46,43,Reported
Custom Metric 57,LATAM,Compliance,count,4350,4984,Estimated
Custom Metric 58,EMEA,AML Investigations,%,40,43,Reported
Custom Metric 59,APAC,Risk Analytics,score,70,78,Calculated
Custom Metric 60,LATAM,AFC Ops,count,756,370,Reported
Custom Metric 61,APAC,Risk Analytics,score,46,64,Estimated
Custom Metric 62,APAC,Compliance,score,94,81,Estimated
Custom Metric 63,NA,Risk Analytics,rate,53,50,Calculated
Custom Metric 64,EMEA,AML Investigations,rate,49,41,Reported
Custom Metric 65,LATAM,AML Investigations,%,20,32,Reported
Custom Metric 66,NA,Compliance,rate,82,93,Calculated
Custom Metric 67,APAC,Risk Analytics,count,3068,2430,Estimated
Custom Metric 68,LATAM,AML Investigations,count,3194,2957,Estimated
