Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
False Positive Rate,EMEA,AFC Ops,rate,66,63,Calculated
Case Backlog Volume,LATAM,Compliance,count,719,787,Estimated
High-Risk Customer Count,EMEA,Compliance,%,55,51,Calculated
Transaction Monitoring Alerts,EMEA,Risk Analytics,count,4473,4258,Reported
Alert Clearance SLA Breaches,APAC,Compliance,count,1607,2006,Estimated
Sanctions Screening Matches,EMEA,AML Investigations,score,91,88,Estimated
EDD Completion Rate,EMEA,AFC Ops,%,22,20,Reported
KYC Exceptions Rate,LATAM,AFC Ops,count,1851,1955,Estimated
PEP Screening Hits,EMEA,AFC Ops,score,58,43,Reported
STR Quality Score,APAC,Risk Analytics,count,3649,4403,Estimated
SAR Filing Timeliness,EMEA,Risk Analytics,score,80,85,Calculated
Adverse Media Hits,NA,AML Investigations,score,44,53,Reported
Custom Metric 13,EMEA,AFC Ops,score,30,46,Calculated
Custom Metric 14,NA,Compliance,score,2,1,Reported
Custom Metric 15,APAC,AML Investigations,%,40,48,Estimated
Custom Metric 16,LATAM,Compliance,count,820,372,Reported
Custom Metric 17,NA,AFC Ops,count,368,1142,Calculated
Custom Metric 18,APAC,Risk Analytics,count,2336,2138,Reported
Custom Metric 19,NA,AML Investigations,rate,41,42,Estimated
Custom Metric 20,EMEA,AML Investigations,rate,33,17,Estimated
Custom Metric 21,LATAM,Compliance,rate,62,60,Calculated
Custom Metric 22,EMEA,AFC Ops,%,104,103,Reported
Custom Metric 23,APAC,AML Investigations,score,31,35,Estimated
Custom Metric 24,APAC,AML Investigations,rate,72,71,Reported
Custom Metric 25,NA,Compliance,count,1240,1426,Estimated
Custom Metric 26,NA,Risk Analytics,score,84,85,Estimated
Custom Metric 27,NA,Compliance,%,86,88,Reported
Custom Metric 28,APAC,AML Investigations,rate,81,86,Calculated
Custom Metric 29,EMEA,Compliance,rate,60,47,Estimated
Custom Metric 30,EMEA,AFC Ops,score,106,94,Calculated
Custom Metric 31,EMEA,AML Investigations,score,9,4,Reported
Custom Metric 32,NA,AML Investigations,rate,61,53,Calculated
Custom Metric 33,NA,Risk Analytics,score,55,51,Calculated
Custom Metric 34,EMEA,Compliance,count,794,1166,Calculated
Custom Metric 35,LATAM,Compliance,count,4465,4208,Calculated
Custom Metric 36,APAC,AML Investigations,%,18,11,Estimated
