Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
STR Quality Score,LATAM,Compliance,%,70,58,Calculated
Sanctions Screening Matches,NA,Risk Analytics,rate,90,91,Estimated
SAR Filing Timeliness,LATAM,AML Investigations,rate,16,4,Calculated
False Positive Rate,EMEA,AFC Ops,count,56,626,Calculated
High-Risk Customer Count,EMEA,AFC Ops,count,3817,3240,Calculated
EDD Completion Rate,APAC,Compliance,score,37,31,Reported
KYC Exceptions Rate,NA,Compliance,count,2699,2950,Calculated
Adverse Media Hits,APAC,AML Investigations,rate,10,13,Reported
Case Backlog Volume,APAC,Compliance,score,29,25,Reported
Transaction Monitoring Alerts,EMEA,Compliance,score,41,44,Reported
PEP Screening Hits,NA,Risk Analytics,%,48,29,Calculated
Alert Clearance SLA Breaches,LATAM,AFC Ops,rate,13,25,Estimated
Custom Metric 13,LATAM,Risk Analytics,count,3710,3037,Estimated
Custom Metric 14,EMEA,Risk Analytics,score,79,73,Reported
Custom Metric 15,EMEA,Compliance,rate,0,2,Estimated
Custom Metric 16,EMEA,Compliance,score,63,46,Calculated
Custom Metric 17,EMEA,Risk Analytics,score,82,89,Estimated
Custom Metric 18,LATAM,AFC Ops,rate,92,94,Reported
Custom Metric 19,APAC,AFC Ops,%,70,71,Reported
Custom Metric 20,EMEA,AFC Ops,count,2297,2662,Calculated
Custom Metric 21,EMEA,AML Investigations,score,33,31,Calculated
Custom Metric 22,EMEA,AFC Ops,%,67,60,Calculated
Custom Metric 23,APAC,AFC Ops,count,3723,3532,Reported
Custom Metric 24,NA,AML Investigations,rate,80,84,Estimated
Custom Metric 25,APAC,Risk Analytics,rate,64,59,Calculated
Custom Metric 26,NA,Risk Analytics,score,26,35,Reported
Custom Metric 27,APAC,AML Investigations,score,25,24,Reported
Custom Metric 28,EMEA,AFC Ops,count,3546,3927,Reported
Custom Metric 29,NA,AFC Ops,count,4828,5314,Reported
Custom Metric 30,EMEA,Compliance,rate,76,66,Calculated
Custom Metric 31,APAC,Risk Analytics,count,276,545,Calculated
Custom Metric 32,APAC,AFC Ops,count,3298,3428,Estimated
Custom Metric 33,EMEA,AFC Ops,score,28,29,Estimated
Custom Metric 34,EMEA,Compliance,rate,33,41,Calculated
Custom Metric 35,APAC,Compliance,rate,57,57,Calculated
Custom Metric 36,EMEA,Compliance,score,93,87,Estimated
Custom Metric 37,LATAM,AFC Ops,count,2581,3368,Reported
Custom Metric 38,NA,Compliance,%,29,26,Reported
Custom Metric 39,APAC,AFC Ops,count,1739,1973,Calculated
Custom Metric 40,EMEA,AML Investigations,score,24,16,Calculated
Custom Metric 41,NA,Compliance,count,1557,1345,Estimated
Custom Metric 42,EMEA,AML Investigations,%,0,2,Estimated
Custom Metric 43,LATAM,AML Investigations,score,38,38,Reported
Custom Metric 44,APAC,Risk Analytics,%,74,84,Estimated
Custom Metric 45,APAC,Compliance,count,240,121,Calculated
Custom Metric 46,APAC,Compliance,score,45,50,Reported
Custom Metric 47,NA,AFC Ops,score,106,102,Calculated
Custom Metric 48,LATAM,AML Investigations,%,63,69,Estimated
Custom Metric 49,LATAM,Risk Analytics,score,54,56,Estimated
Custom Metric 50,LATAM,AML Investigations,%,75,75,Reported
Custom Metric 51,LATAM,Compliance,count,2098,1828,Reported
Custom Metric 52,EMEA,Risk Analytics,count,1867,1275,Calculated
Custom Metric 53,NA,Compliance,%,74,84,Calculated
Custom Metric 54,APAC,Compliance,rate,86,94,Estimated
Custom Metric 55,APAC,Risk Analytics,%,87,83,Estimated
Custom Metric 56,NA,Risk Analytics,%,0,9,Calculated
Custom Metric 57,EMEA,AFC Ops,rate,52,59,Estimated
Custom Metric 58,LATAM,AFC Ops,score,79,76,Calculated
Custom Metric 59,EMEA,AFC Ops,rate,6,5,Reported
Custom Metric 60,LATAM,Risk Analytics,rate,66,67,Reported
Custom Metric 61,EMEA,AFC Ops,score,59,55,Estimated
Custom Metric 62,NA,AML Investigations,count,4681,3942,Estimated
Custom Metric 63,NA,AFC Ops,count,848,837,Calculated
