Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
EDD Completion Rate,APAC,AFC Ops,%,35,35,Estimated
SAR Filing Timeliness,NA,AML Investigations,rate,8,9,Reported
Alert Clearance SLA Breaches,APAC,Risk Analytics,%,80,93,Calculated
KYC Exceptions Rate,EMEA,Risk Analytics,%,88,98,Reported
PEP Screening Hits,LATAM,AFC Ops,score,44,34,Reported
False Positive Rate,EMEA,AML Investigations,%,33,41,Reported
Adverse Media Hits,NA,AML Investigations,%,10,0,Estimated
Case Backlog Volume,APAC,Risk Analytics,%,23,28,Estimated
Sanctions Screening Matches,APAC,Risk Analytics,%,103,107,Reported
Transaction Monitoring Alerts,NA,Risk Analytics,count,4384,3927,Estimated
High-Risk Customer Count,NA,AFC Ops,%,87,88,Reported
STR Quality Score,APAC,AML Investigations,count,1883,2300,Reported
Custom Metric 13,EMEA,Risk Analytics,score,20,31,Reported
Custom Metric 14,APAC,Risk Analytics,rate,27,17,Estimated
Custom Metric 15,LATAM,Risk Analytics,count,2000,2322,Estimated
Custom Metric 16,EMEA,AFC Ops,rate,39,34,Calculated
Custom Metric 17,APAC,AML Investigations,count,192,37,Calculated
Custom Metric 18,LATAM,Risk Analytics,score,51,60,Estimated
Custom Metric 19,EMEA,Compliance,%,83,68,Reported
Custom Metric 20,LATAM,Compliance,rate,0,0,Estimated
Custom Metric 21,LATAM,Compliance,rate,15,21,Estimated
Custom Metric 22,EMEA,Compliance,score,26,26,Estimated
Custom Metric 23,LATAM,AML Investigations,score,38,53,Reported
Custom Metric 24,EMEA,Risk Analytics,rate,43,61,Reported
Custom Metric 25,NA,Risk Analytics,%,20,13,Reported
Custom Metric 26,EMEA,AML Investigations,count,3261,3514,Calculated
Custom Metric 27,LATAM,Compliance,score,88,92,Estimated
Custom Metric 28,EMEA,AFC Ops,count,591,117,Estimated
Custom Metric 29,LATAM,Risk Analytics,count,2957,3021,Estimated
Custom Metric 30,APAC,AML Investigations,score,34,33,Reported
Custom Metric 31,APAC,Compliance,count,2851,2826,Calculated
Custom Metric 32,LATAM,AFC Ops,rate,57,70,Estimated
