Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
Adverse Media Hits,LATAM,AML Investigations,count,1500,2293,Reported
Sanctions Screening Matches,EMEA,Compliance,score,86,85,Estimated
STR Quality Score,APAC,AFC Ops,count,2572,2169,Calculated
Case Backlog Volume,EMEA,AML Investigations,score,43,32,Reported
Alert Clearance SLA Breaches,APAC,AFC Ops,count,1906,1928,Estimated
False Positive Rate,APAC,AFC Ops,rate,25,25,Calculated
PEP Screening Hits,APAC,AFC Ops,count,3974,4126,Estimated
Transaction Monitoring Alerts,EMEA,AML Investigations,rate,6,0,Estimated
KYC Exceptions Rate,NA,AML Investigations,count,1135,1540,Estimated
EDD Completion Rate,APAC,AFC Ops,rate,26,15,Calculated
High-Risk Customer Count,APAC,AFC Ops,count,1433,1131,Estimated
SAR Filing Timeliness,APAC,Compliance,count,1568,1616,Reported
Custom Metric 13,APAC,Compliance,count,3765,4291,Calculated
Custom Metric 14,EMEA,AML Investigations,score,31,32,Reported
Custom Metric 15,LATAM,AML Investigations,%,79,78,Reported
Custom Metric 16,LATAM,Compliance,count,3454,3260,Estimated
Custom Metric 17,APAC,Compliance,count,4194,4169,Estimated
Custom Metric 18,LATAM,Compliance,%,73,70,Reported
Custom Metric 19,APAC,Risk Analytics,score,4,15,Reported
Custom Metric 20,APAC,Risk Analytics,count,1213,1917,Calculated
Custom Metric 21,APAC,Risk Analytics,score,17,9,Calculated
Custom Metric 22,APAC,Risk Analytics,count,971,615,Calculated
Custom Metric 23,APAC,AFC Ops,%,45,47,Reported
Custom Metric 24,NA,AML Investigations,score,22,23,Reported
Custom Metric 25,EMEA,Risk Analytics,score,53,59,Estimated
Custom Metric 26,LATAM,Compliance,count,1745,1225,Reported
Custom Metric 27,EMEA,Compliance,rate,90,87,Reported
Custom Metric 28,LATAM,AFC Ops,count,3222,3799,Estimated
Custom Metric 29,APAC,Risk Analytics,rate,55,40,Reported
Custom Metric 30,NA,Risk Analytics,rate,59,53,Reported
Custom Metric 31,EMEA,AFC Ops,%,25,28,Reported
Custom Metric 32,NA,AML Investigations,score,93,77,Calculated
Custom Metric 33,LATAM,AML Investigations,%,29,19,Estimated
Custom Metric 34,LATAM,AFC Ops,%,79,93,Calculated
Custom Metric 35,APAC,AFC Ops,%,95,93,Reported
Custom Metric 36,EMEA,AFC Ops,count,211,0,Estimated
Custom Metric 37,LATAM,AML Investigations,score,27,20,Estimated
Custom Metric 38,NA,AFC Ops,score,21,21,Calculated
Custom Metric 39,APAC,Compliance,%,62,63,Reported
Custom Metric 40,NA,AFC Ops,count,3780,3177,Calculated
Custom Metric 41,NA,AML Investigations,%,27,19,Estimated
Custom Metric 42,APAC,Risk Analytics,score,60,77,Calculated
Custom Metric 43,EMEA,AML Investigations,score,15,3,Calculated
Custom Metric 44,EMEA,Risk Analytics,%,25,21,Reported
Custom Metric 45,APAC,Risk Analytics,%,2,12,Estimated
Custom Metric 46,EMEA,Compliance,count,4372,4097,Estimated
Custom Metric 47,NA,Risk Analytics,%,28,40,Calculated
Custom Metric 48,APAC,AML Investigations,rate,66,73,Reported
Custom Metric 49,APAC,AFC Ops,count,1729,1385,Estimated
Custom Metric 50,EMEA,Risk Analytics,rate,52,56,Reported
Custom Metric 51,APAC,Compliance,rate,39,50,Reported
Custom Metric 52,NA,AML Investigations,count,4402,3877,Reported
Custom Metric 53,EMEA,AML Investigations,count,2570,2263,Calculated
Custom Metric 54,NA,AFC Ops,rate,1,0,Reported
Custom Metric 55,LATAM,Risk Analytics,%,14,20,Reported
Custom Metric 56,EMEA,AFC Ops,count,3237,2815,Estimated
Custom Metric 57,EMEA,AML Investigations,rate,82,91,Reported
Custom Metric 58,LATAM,AFC Ops,%,38,37,Estimated
Custom Metric 59,APAC,Compliance,score,71,74,Reported
Custom Metric 60,EMEA,AFC Ops,rate,76,79,Estimated
Custom Metric 61,APAC,Compliance,count,3498,4042,Reported
Custom Metric 62,NA,AFC Ops,%,12,17,Reported
Custom Metric 63,LATAM,Risk Analytics,%,6,17,Estimated
Custom Metric 64,APAC,Compliance,%,89,87,Calculated
Custom Metric 65,APAC,Risk Analytics,count,3503,2906,Calculated
Custom Metric 66,NA,Compliance,count,55,787,Estimated
Custom Metric 67,LATAM,Risk Analytics,count,399,785,Calculated
Custom Metric 68,EMEA,Risk Analytics,%,75,68,Estimated
Custom Metric 69,LATAM,Risk Analytics,rate,57,49,Reported
Custom Metric 70,NA,AFC Ops,%,89,83,Reported
Custom Metric 71,APAC,Risk Analytics,count,4209,4710,Calculated
Custom Metric 72,APAC,AML Investigations,count,2610,2734,Estimated
Custom Metric 73,LATAM,Compliance,count,552,546,Reported
Custom Metric 74,LATAM,Compliance,score,41,39,Estimated
Custom Metric 75,EMEA,AFC Ops,rate,63,49,Estimated
Custom Metric 76,EMEA,AML Investigations,%,56,59,Calculated
Custom Metric 77,EMEA,Risk Analytics,%,59,70,Calculated
