Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
SAR Filing Timeliness,EMEA,Risk Analytics,count,4822,5571,Calculated
High-Risk Customer Count,LATAM,Compliance,rate,28,38,Reported
Transaction Monitoring Alerts,EMEA,AFC Ops,score,94,99,Estimated
KYC Exceptions Rate,NA,AML Investigations,count,770,647,Calculated
Sanctions Screening Matches,NA,AML Investigations,rate,98,97,Calculated
STR Quality Score,NA,Risk Analytics,%,76,72,Reported
Case Backlog Volume,APAC,Compliance,score,55,74,Calculated
PEP Screening Hits,LATAM,AFC Ops,rate,0,1,Estimated
False Positive Rate,EMEA,AML Investigations,%,36,41,Calculated
Adverse Media Hits,NA,AML Investigations,count,4703,4129,Calculated
Alert Clearance SLA Breaches,APAC,AML Investigations,count,3609,3532,Reported
EDD Completion Rate,APAC,AFC Ops,rate,73,88,Reported
Custom Metric 13,EMEA,Compliance,score,51,53,Estimated
Custom Metric 14,EMEA,Compliance,%,62,54,Calculated
Custom Metric 15,LATAM,AML Investigations,%,0,0,Estimated
Custom Metric 16,NA,Compliance,score,30,28,Estimated
Custom Metric 17,APAC,AML Investigations,rate,62,58,Reported
Custom Metric 18,APAC,AFC Ops,count,1866,1292,Calculated
Custom Metric 19,LATAM,Compliance,rate,55,57,Reported
Custom Metric 20,EMEA,AML Investigations,score,22,35,Reported
Custom Metric 21,LATAM,Compliance,score,17,20,Estimated
Custom Metric 22,LATAM,AML Investigations,%,69,64,Calculated
Custom Metric 23,NA,Risk Analytics,score,18,28,Estimated
Custom Metric 24,NA,AFC Ops,%,27,36,Estimated
Custom Metric 25,LATAM,Compliance,score,91,105,Reported
Custom Metric 26,LATAM,Risk Analytics,%,41,33,Reported
Custom Metric 27,APAC,AML Investigations,count,296,57,Calculated
Custom Metric 28,EMEA,Risk Analytics,rate,93,99,Estimated
Custom Metric 29,NA,Compliance,rate,101,104,Reported
Custom Metric 30,EMEA,Compliance,score,11,9,Calculated
Custom Metric 31,EMEA,Risk Analytics,%,60,54,Calculated
Custom Metric 32,APAC,Risk Analytics,rate,45,47,Reported
Custom Metric 33,LATAM,Risk Analytics,%,90,82,Calculated
Custom Metric 34,APAC,Risk Analytics,score,79,84,Calculated
Custom Metric 35,NA,AFC Ops,count,4288,4194,Reported
Custom Metric 36,LATAM,Compliance,count,4372,4974,Reported
Custom Metric 37,APAC,Risk Analytics,count,3128,3489,Reported
Custom Metric 38,LATAM,AFC Ops,count,1130,1417,Reported
Custom Metric 39,NA,Risk Analytics,count,354,166,Estimated
Custom Metric 40,NA,AFC Ops,%,38,24,Estimated
Custom Metric 41,EMEA,AFC Ops,rate,43,56,Reported
Custom Metric 42,EMEA,AML Investigations,%,60,55,Reported
Custom Metric 43,LATAM,Risk Analytics,count,421,506,Estimated
Custom Metric 44,APAC,AFC Ops,rate,87,80,Reported
Custom Metric 45,LATAM,Risk Analytics,count,1929,1514,Estimated
Custom Metric 46,NA,AFC Ops,rate,107,91,Calculated
Custom Metric 47,APAC,Compliance,count,337,0,Reported
Custom Metric 48,NA,AML Investigations,rate,53,50,Calculated
Custom Metric 49,NA,Compliance,count,4040,4098,Calculated
Custom Metric 50,NA,Risk Analytics,count,431,326,Calculated
Custom Metric 51,NA,Risk Analytics,count,686,0,Calculated
Custom Metric 52,APAC,Risk Analytics,count,4432,4866,Reported
Custom Metric 53,APAC,AML Investigations,%,18,31,Calculated
Custom Metric 54,LATAM,Risk Analytics,count,3866,4496,Estimated
Custom Metric 55,NA,Compliance,count,229,11,Reported
Custom Metric 56,EMEA,AFC Ops,score,63,60,Reported
Custom Metric 57,LATAM,Risk Analytics,%,18,24,Reported
Custom Metric 58,EMEA,AFC Ops,count,4224,3947,Estimated
Custom Metric 59,LATAM,AFC Ops,%,32,42,Calculated
Custom Metric 60,APAC,AML Investigations,%,105,104,Reported
Custom Metric 61,NA,AML Investigations,%,3,5,Calculated
Custom Metric 62,NA,AML Investigations,%,89,76,Calculated
Custom Metric 63,LATAM,AFC Ops,count,1157,1709,Calculated
Custom Metric 64,APAC,AML Investigations,count,4099,3418,Estimated
Custom Metric 65,NA,AML Investigations,score,58,62,Estimated
Custom Metric 66,APAC,Risk Analytics,count,3850,3224,Reported
Custom Metric 67,EMEA,AML Investigations,%,44,47,Calculated
Custom Metric 68,APAC,AML Investigations,rate,18,19,Estimated
Custom Metric 69,NA,Compliance,count,1778,1799,Estimated
Custom Metric 70,APAC,Risk Analytics,rate,75,91,Estimated
Custom Metric 71,EMEA,AFC Ops,count,4151,4923,Reported
