Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
Transaction Monitoring Alerts,EMEA,Compliance,%,100,94,Estimated
High-Risk Customer Count,LATAM,Compliance,score,20,10,Estimated
KYC Exceptions Rate,LATAM,Risk Analytics,count,2128,2833,Estimated
Alert Clearance SLA Breaches,NA,AML Investigations,%,27,25,Reported
STR Quality Score,APAC,Risk Analytics,count,2475,2948,Reported
EDD Completion Rate,LATAM,Risk Analytics,count,2542,2555,Reported
SAR Filing Timeliness,LATAM,Compliance,rate,4,8,Estimated
Case Backlog Volume,APAC,Risk Analytics,count,1664,1315,Estimated
PEP Screening Hits,APAC,Risk Analytics,count,365,1019,Reported
Adverse Media Hits,EMEA,AFC Ops,rate,42,31,Reported
Sanctions Screening Matches,APAC,Risk Analytics,%,52,58,Calculated
False Positive Rate,EMEA,Risk Analytics,count,3302,2774,Estimated
Custom Metric 13,EMEA,AFC Ops,rate,25,38,Reported
Custom Metric 14,EMEA,Risk Analytics,count,750,502,Calculated
Custom Metric 15,EMEA,Risk Analytics,%,24,17,Estimated
Custom Metric 16,LATAM,AML Investigations,rate,32,23,Calculated
Custom Metric 17,EMEA,Risk Analytics,rate,31,22,Estimated
Custom Metric 18,APAC,Compliance,score,30,34,Estimated
Custom Metric 19,LATAM,AFC Ops,count,3262,2601,Reported
Custom Metric 20,EMEA,AML Investigations,count,3762,3475,Reported
Custom Metric 21,APAC,AML Investigations,score,72,83,Estimated
Custom Metric 22,LATAM,AML Investigations,count,3704,4142,Estimated
Custom Metric 23,APAC,Compliance,rate,68,54,Reported
Custom Metric 24,EMEA,Compliance,rate,46,59,Estimated
Custom Metric 25,NA,AML Investigations,%,42,53,Calculated
Custom Metric 26,LATAM,Risk Analytics,%,97,107,Reported
Custom Metric 27,APAC,AFC Ops,score,102,94,Estimated
Custom Metric 28,EMEA,AFC Ops,score,60,62,Calculated
Custom Metric 29,NA,AFC Ops,count,4702,5430,Calculated
Custom Metric 30,EMEA,Compliance,rate,41,41,Calculated
Custom Metric 31,APAC,AML Investigations,score,21,13,Estimated
Custom Metric 32,LATAM,AFC Ops,rate,1,12,Reported
Custom Metric 33,LATAM,AML Investigations,score,9,12,Estimated
Custom Metric 34,NA,Compliance,%,1,3,Estimated
Custom Metric 35,LATAM,Risk Analytics,rate,0,16,Estimated
Custom Metric 36,NA,Risk Analytics,rate,67,52,Estimated
