Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
STR Quality Score,NA,AML Investigations,count,285,961,Estimated
False Positive Rate,APAC,Risk Analytics,%,0,0,Reported
Alert Clearance SLA Breaches,EMEA,AML Investigations,count,1349,2144,Estimated
Adverse Media Hits,NA,AFC Ops,score,19,30,Calculated
EDD Completion Rate,NA,Compliance,count,3657,4340,Reported
Sanctions Screening Matches,NA,AFC Ops,rate,15,5,Reported
PEP Screening Hits,LATAM,AML Investigations,count,4069,4374,Reported
Case Backlog Volume,NA,AML Investigations,score,83,87,Estimated
High-Risk Customer Count,NA,Risk Analytics,rate,0,8,Calculated
SAR Filing Timeliness,LATAM,Risk Analytics,score,82,76,Reported
Transaction Monitoring Alerts,LATAM,Risk Analytics,count,1890,1197,Estimated
KYC Exceptions Rate,APAC,Compliance,%,58,71,Estimated
Custom Metric 13,EMEA,AML Investigations,%,87,90,Estimated
Custom Metric 14,LATAM,AFC Ops,rate,80,71,Reported
Custom Metric 15,APAC,Risk Analytics,score,25,13,Estimated
Custom Metric 16,APAC,Compliance,score,14,19,Estimated
Custom Metric 17,LATAM,AFC Ops,score,26,20,Calculated
Custom Metric 18,APAC,Risk Analytics,score,108,97,Reported
Custom Metric 19,EMEA,AFC Ops,count,3958,3690,Calculated
Custom Metric 20,NA,Compliance,%,55,49,Calculated
Custom Metric 21,NA,Compliance,rate,56,66,Estimated
Custom Metric 22,NA,Compliance,rate,68,76,Estimated
Custom Metric 23,LATAM,AML Investigations,count,390,485,Estimated
Custom Metric 24,NA,AML Investigations,count,3579,3782,Estimated
Custom Metric 25,NA,Risk Analytics,%,94,85,Reported
Custom Metric 26,EMEA,AFC Ops,%,24,27,Calculated
Custom Metric 27,EMEA,AFC Ops,count,1785,2570,Estimated
Custom Metric 28,NA,Risk Analytics,count,117,587,Calculated
Custom Metric 29,APAC,AML Investigations,count,502,979,Reported
Custom Metric 30,NA,AML Investigations,count,1801,1732,Reported
Custom Metric 31,EMEA,Compliance,rate,50,68,Reported
Custom Metric 32,NA,Compliance,count,2511,3028,Reported
Custom Metric 33,EMEA,Risk Analytics,count,4645,4239,Reported
Custom Metric 34,EMEA,AML Investigations,score,13,18,Calculated
Custom Metric 35,APAC,AFC Ops,count,3138,3057,Reported
Custom Metric 36,NA,Risk Analytics,count,4202,4492,Reported
Custom Metric 37,LATAM,AFC Ops,count,2020,1528,Estimated
Custom Metric 38,EMEA,Compliance,count,2364,2305,Reported
Custom Metric 39,APAC,AML Investigations,count,2118,1754,Estimated
Custom Metric 40,EMEA,Compliance,rate,32,21,Calculated
Custom Metric 41,EMEA,Compliance,count,2604,2578,Reported
Custom Metric 42,LATAM,AFC Ops,count,1104,1220,Estimated
Custom Metric 43,NA,AML Investigations,%,60,70,Reported
Custom Metric 44,EMEA,Risk Analytics,count,4768,4143,Reported
Custom Metric 45,EMEA,AFC Ops,count,2081,2419,Calculated
Custom Metric 46,LATAM,AML Investigations,%,100,105,Estimated
Custom Metric 47,EMEA,Risk Analytics,rate,100,89,Calculated
Custom Metric 48,EMEA,Compliance,count,2855,3565,Estimated
Custom Metric 49,LATAM,Risk Analytics,score,39,48,Calculated
Custom Metric 50,LATAM,Risk Analytics,%,0,2,Estimated
Custom Metric 51,APAC,AFC Ops,%,35,26,Reported
Custom Metric 52,EMEA,Risk Analytics,count,4913,4399,Reported
Custom Metric 53,APAC,AFC Ops,score,38,28,Calculated
Custom Metric 54,NA,AFC Ops,%,59,67,Estimated
Custom Metric 55,NA,Compliance,count,2294,3017,Calculated
Custom Metric 56,NA,Risk Analytics,count,1574,2071,Estimated
Custom Metric 57,EMEA,AML Investigations,rate,80,96,Calculated
Custom Metric 58,APAC,Compliance,count,4670,4789,Estimated
Custom Metric 59,APAC,AML Investigations,count,3597,3094,Calculated
Custom Metric 60,NA,Risk Analytics,score,89,76,Reported
Custom Metric 61,EMEA,Compliance,rate,2,0,Reported
Custom Metric 62,APAC,Compliance,count,865,70,Estimated
Custom Metric 63,LATAM,Risk Analytics,rate,11,10,Calculated
Custom Metric 64,NA,Compliance,score,71,58,Reported
Custom Metric 65,NA,AFC Ops,score,9,0,Reported
Custom Metric 66,APAC,Compliance,rate,11,24,Calculated
Custom Metric 67,APAC,Risk Analytics,count,1136,1205,Reported
Custom Metric 68,EMEA,AML Investigations,rate,59,65,Estimated
Custom Metric 69,EMEA,AML Investigations,rate,73,82,Calculated
Custom Metric 70,APAC,AML Investigations,count,4077,4153,Calculated
Custom Metric 71,LATAM,Risk Analytics,count,2743,2069,Estimated
Custom Metric 72,LATAM,AFC Ops,rate,33,44,Calculated
Custom Metric 73,NA,Compliance,count,3554,4190,Estimated
Custom Metric 74,NA,AML Investigations,rate,42,43,Calculated
