Metric,Region,Owner,Unit,Q2_2024,Q3_2024,SourceType
KYC Exceptions Rate,APAC,AML Investigations,score,41,51,Calculated
STR Quality Score,APAC,AML Investigations,count,4870,4445,Estimated
Transaction Monitoring Alerts,NA,Risk Analytics,count,3125,2552,Reported
False Positive Rate,LATAM,Risk Analytics,rate,14,0,Calculated
EDD Completion Rate,LATAM,AML Investigations,score,43,50,Estimated
SAR Filing Timeliness,LATAM,AFC Ops,count,3949,4329,Calculated
Case Backlog Volume,APAC,Risk Analytics,count,3781,3080,Reported
Adverse Media Hits,APAC,AFC Ops,rate,62,61,Reported
Alert Clearance SLA Breaches,NA,AFC Ops,score,91,86,Calculated
High-Risk Customer Count,NA,Compliance,score,25,23,Estimated
Sanctions Screening Matches,NA,AML Investigations,count,1756,2020,Calculated
PEP Screening Hits,LATAM,AML Investigations,count,1311,1043,Estimated
Custom Metric 13,APAC,AFC Ops,rate,29,34,Calculated
Custom Metric 14,NA,AFC Ops,%,83,69,Calculated
Custom Metric 15,NA,Risk Analytics,rate,94,93,Reported
Custom Metric 16,APAC,AFC Ops,count,4836,4345,Reported
Custom Metric 17,LATAM,AFC Ops,rate,20,23,Calculated
Custom Metric 18,APAC,AFC Ops,%,71,78,Reported
Custom Metric 19,EMEA,AML Investigations,rate,28,27,Calculated
Custom Metric 20,NA,AML Investigations,score,99,97,Calculated
Custom Metric 21,NA,AML Investigations,rate,9,20,Reported
Custom Metric 22,APAC,AML Investigations,count,2879,3640,Reported
Custom Metric 23,NA,Compliance,%,42,51,Calculated
Custom Metric 24,APAC,Compliance,count,4968,5359,Calculated
Custom Metric 25,EMEA,AML Investigations,score,31,35,Calculated
Custom Metric 26,LATAM,Risk Analytics,score,95,88,Calculated
Custom Metric 27,LATAM,AML Investigations,%,47,41,Reported
Custom Metric 28,NA,Compliance,count,1840,1465,Reported
Custom Metric 29,EMEA,AML Investigations,%,18,10,Calculated
Custom Metric 30,APAC,AML Investigations,count,121,30,Reported
Custom Metric 31,APAC,AML Investigations,score,84,89,Estimated
Custom Metric 32,NA,AFC Ops,rate,0,4,Calculated
Custom Metric 33,LATAM,Compliance,count,1661,1325,Estimated
Custom Metric 34,EMEA,Risk Analytics,%,38,44,Reported
Custom Metric 35,APAC,Compliance,score,71,86,Reported
Custom Metric 36,LATAM,AML Investigations,count,4103,4697,Calculated
Custom Metric 37,APAC,Compliance,%,68,70,Estimated
Custom Metric 38,EMEA,AML Investigations,%,35,38,Calculated
Custom Metric 39,NA,AFC Ops,score,104,96,Estimated
Custom Metric 40,EMEA,Risk Analytics,score,23,40,Reported
Custom Metric 41,LATAM,AFC Ops,%,7,6,Estimated
Custom Metric 42,EMEA,AML Investigations,score,27,37,Estimated
Custom Metric 43,APAC,AFC Ops,count,3368,3107,Estimated
Custom Metric 44,APAC,AML Investigations,rate,16,25,Calculated
Custom Metric 45,EMEA,Compliance,%,95,106,Estimated
Custom Metric 46,APAC,AFC Ops,score,50,41,Estimated
Custom Metric 47,APAC,Risk Analytics,count,125,883,Estimated
Custom Metric 48,NA,AML Investigations,count,2839,2300,Calculated
Custom Metric 49,EMEA,Risk Analytics,%,89,79,Estimated
Custom Metric 50,APAC,Compliance,score,61,57,Estimated
